"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9305","0","204.2","118.2","0.8","168","0.0"
"","Haryana","8143","0","169.0","116.4","2.4","323","0.0"
"","Rajasthan","9464","0","194.0","71.9","0.7","328","0.0"
"","Delhi","5105","0","98.5","75.6","-1.8","101","0.0"
"","UP","16613","290","346.2","169.8","0.3","490","0.0"
"","Uttarakhand","1729","0","35.7","11.0","0.1","184","0.0"
"","HP","1207","15","24.4","-0.2","0.6","179","0.1"
"","J&K","2065","516","40.2","14.1","0.1","163","9.6"
"","Chandigarh","250","0","4.9","5.5","-0.6","0","0.0"
"WR","Chhattisgarh","3595","0","87.4","26.9","0.6","247","0.0"
"","Gujarat","12201","0","271.7","69.1","-2.7","469","0.0"
"","MP","7156","0","157.6","99.1","0.9","359","0.0"
"","Maharashtra","16663","0","373.8","115.7","3.4","365","0.0"
"","Goa","302","0","6.7","7.5","-0.8","1","0.0"
"","DD","304","0","6.8","6.0","0.8","61","0.0"
"","DNH","721","0","16.7","15.8","1.0","74","0.0"
"","Essar steel","98","0","2.0","1.9","0.1","157","0.0"
"SR","Andhra Pradesh","6154","0","137","17","1.8","524","0.0"
"","Telangana","6853","0","148","78","-1.6","323","0.0"
"","Karnataka","6555","0","141","47","-0.1","393","0.0"
"","Kerala","2999","0","60","44","1.4","361","0.0"
"","Tamil Nadu","11579","0","260","83","-0.2","538","0.0"
"","Pondy","303","0","6","7","-0.4","20","0.0"
"ER","Bihar","4321","0","75.4","71.2","-0.8","356","0.0"
"","DVC","2852","100","63.2","-22.6","3.8","489","0.7"
"","Jharkhand","1142","0","23.7","18.8","-0.7","165","0.0"
"","Odisha","4027","0","84.6","26.8","1.7","398","0.9"
"","West Bengal","7555","0","140.7","46.5","2.2","402","0.0"
"","Sikkim","72","0","1.2","1.1","0.1","20","0.0"
"NER","Arunachal Pradesh","112","2","2.2","2.0","0.2","45","0.0"
"","Assam","1662","81","31.0","24.3","1.9","142","0.6"
"","Manipur","145","1","1.8","2.3","-0.5","12","0.1"
"","Meghalaya","267","0","4.9","-1.1","-0.5","43","0.0"
"","Mizoram","70","2","1.2","1.1","0.0","2","0.0"
"","Nagaland","108","2","2.2","1.7","0.3","21","0.0"
"","Tripura","250","6","3.8","2.9","0.1","33","0.1"
