"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6243","0","129.1","83.3","-0.8","182"
"","Haryana","7079","0","134.0","99.8","0.7","213"
"","Rajasthan","9145","220","197.0","73.5","2.3","300"
"","Delhi","5098","0","104.5","86.0","0.1","177"
"","UP","16958","855","352.9","157.9","0.9","882"
"","Uttarakhand","1843","0","37.8","15.0","-0.5","102"
"","HP","1303","0","26.5","6.1","1.0","234"
"","J&K","1862","466","38.8","20.6","-0.5","243"
"","Chandigarh","271","0","5.5","5.7","-0.2","19"
"WR","Chhattisgarh","4017","0","94.3","31.7","-1.3","388"
"","Gujarat","15031","0","339.3","66.3","0.2","229"
"","MP","8392","0","179.9","99.1","-1.2","452"
"","Maharashtra","22472","146","497.7","161.3","2.1","725"
"","Goa","504","0","10.7","9.6","0.6","91"
"","DD","322","0","7.3","6.9","0.4","25"
"","DNH","753","0","17.2","16.4","0.8","113"
"","Essar steel","445","0","8.8","7.9","0.8","232"
"SR","Andhra Pradesh","7699","0","168.7","28.2","1.3","599"
"","Telangana","8247","0","172.6","76.2","0.5","400"
"","Karnataka","9696","0","214.2","73.6","4.2","385"
"","Kerala","3865","0","77.2","54.4","1.3","259"
"","Tamil Nadu","15230","0","331.0","153.6","4.0","545"
"","Pondy","365","0","7.8","8.1","-0.3","19"
"ER","Bihar","3785","0","68.5","68.0","0.4","200"
"","DVC","2997","0","66.4","-35.1","0.5","210"
"","Jharkhand","1101","0","20.4","17.4","1.0","110"
"","Odisha","4046","0","78.8","23.6","0.1","220"
"","West Bengal","8235","0","152.2","45.0","0.1","250"
"","Sikkim","95","0","1.4","1.3","0.1","10"
"NER","Arunachal Pradesh","87","2","2.0","1.5","0.5","26"
"","Assam","1277","149","22.8","16.7","2.8","186"
"","Manipur","149","0","2.4","2.0","0.4","10"
"","Meghalaya","210","0","4.5","2.6","0.3","34"
"","Mizoram","82","2","1.4","1.0","0.3","32"
"","Nagaland","112","2","2.1","1.7","0.2","16"
"","Tripura","148","33","3.0","2.5","-0.5","83"
