"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4669","0","95.3","43.6","-1.4","76","0.0"
"","Haryana","5778","0","112.8","103.6","0.3","273","0.0"
"","Rajasthan","10053","0","207.9","60.5","-3.4","363","0.0"
"","Delhi","3399","0","65.5","50.0","-0.8","141","0.0"
"","UP","14367","0","265.5","123.3","1.2","750","0.0"
"","Uttarakhand","1752","0","34.8","19.8","0.4","173","0.0"
"","HP","1423","0","26.5","17.2","0.2","99","0.1"
"","J&K","1101","275","17.8","26.6","-16.3","201","4.2"
"","Chandigarh","187","0","3.5","3.4","0.1","23","0.0"
"WR","Chhattisgarh","3533","0","74.8","28.6","-0.5","206","0.0"
"","Gujarat","13195","0","285.2","76.4","0.1","501","0.0"
"","MP","10062","0","199.3","137.3","-3.5","372","0.0"
"","Maharashtra","18486","0","397.7","130.3","-3.2","450","0.0"
"","Goa","541","0","12.7","12.1","0.0","37","0.0"
"","DD","323","0","7.2","6.8","0.4","37","0.0"
"","DNH","782","0","18.1","18.2","-0.1","38","0.0"
"","Essar steel","6946","0","7.0","6.8","0.2","273","0.0"
"SR","Andhra Pradesh","7942","0","173.5","80.6","1.1","630","0.0"
"","Telangana","7713","0","159.2","58.4","0.5","245","0.0"
"","Karnataka","8606","0","171.4","38.6","2.7","639","0.0"
"","Kerala","3645","0","70.7","54.2","0.9","241","0.0"
"","Tamil Nadu","13971","0","295.0","146.1","-1.1","540","0.0"
"","Pondy","358","0","7.2","7.6","-0.4","31","0.0"
"ER","Bihar","4351","0","74.4","71.2","-1.3","50","0.0"
"","DVC","2960","0","60.7","-21.9","0.0","100","0.0"
"","Jharkhand","1144","0","23.7","15.6","-1.0","200","0.0"
"","Odisha","3584","0","71.2","3.9","0.7","60","0.0"
"","West Bengal","6781","0","118.6","39.5","3.0","100","0.0"
"","Sikkim","100","0","1.1","1.5","-0.4","10","0.0"
"NER","Arunachal Pradesh","111","2","2.0","2.0","-0.2","41","0.1"
"","Assam","1521","36","24.9","19.2","-0.1","125","0.6"
"","Manipur","158","3","2.5","2.3","0.2","24","0.2"
"","Meghalaya","334","0","5.7","2.6","0.0","48","0.0"
"","Mizoram","92","1","1.7","1.1","-0.1","14","0.1"
"","Nagaland","118","2","2.0","2.0","-0.3","18","0.1"
"","Tripura","244","2","4.2","3.0","-0.1","36","0.0"
