"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4893","0","98.0","42.9","2.5","229"
"","Haryana","5353","69","103.3","31.8","1.3","266"
"","Rajasthan","8568","0","179.2","77.2","-4.3","112"
"","Delhi","3130","0","58.6","40.9","-1.4","295"
"","UP","9292","2160","207.1","79.0","2.2","319"
"","Uttarakhand","1539","35","28.9","19.8","0.2","239"
"","HP","1307","0","23.7","17.0","0.9","175"
"","J&K","1752","90","37.8","28.8","1.5","195"
"","Chandigarh","184","0","3.3","3.2","0.2","31"
"WR","Chhattisgarh","2735","10","59.0","7.0","-1.9","352"
"","Gujarat","11211","11","251.3","51.4","-4.6","324"
"","MP","9644","10","193.1","122.5","-5.4","343"
"","Maharashtra","18739","480","355.7","115.1","0.3","465"
"","Goa","379","11","8.5","7.2","0.7","70"
"","DD","244","0","5.9","5.4","0.4","52"
"","DNH","550","1","13.4","12.9","0.5","56"
"","Essar steel","398","0","8.2","8.2","0.0","51"
"SR","Andhra Pradesh","10138","0","219.7","77.2","1.3","360"
"","Karnataka","7484","800","150.7","17.8","-8.6","335"
"","Kerala","2983","600","58.3","28.1","2.8","415"
"","Tamil Nadu","9584","2289","215.8","64.6","3.1","473"
"","Pondy","302","10","5.9","5.8","0.1","50"
"ER","Bihar","1998","200","36.1","31.5","2.2","210"
"","DVC","2481","200","55.2","-16.8","-0.6","245"
"","Jharkhand","1060","0","20.9","11.3","0.2","155"
"","Odisha","3443","0","65.6","-1.2","2.7","490"
"","West Bengal","6221","0","100.7","9.8","4.1","465"
"","Sikkim","74","0","1.0","1.2","-0.2","28"
"NER","Arunachal Pradesh","110","5","1.7","1.2","0.5","50"
"","Assam","1070","72","18.7","11.4","2.1","198"
"","Manipur","114","1","1.4","1.6","-0.2","36"
"","Meghalaya","278","2","4.9","2.5","1.0","93"
"","Mizoram","60","3","1.2","0.9","0.0","25"
"","Nagaland","89","6","1.6","1.4","-0.1","19"
"","Tripura","193","5","3.3","0.0","0.7","54"
