"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4121","0","78.2","28.6","0.8","167"
"","Haryana","4185","0","74.1","29.8","-0.9","601"
"","Rajasthan","8061","0","168.0","69.1","-3.0","281"
"","Delhi","3720","0","65.6","45.1","-2.5","170"
"","UP","9626","2070","212.2","90.9","1.4","383"
"","Uttarakhand","1726","80","33.4","24.5","2.1","226"
"","HP","1153","0","22.5","18.6","-1.1","66"
"","J&K","1770","100","33.1","28.6","-2.3","108"
"","Chandigarh","211","0","3.7","3.1","0.7","55"
"WR","Chhattisgarh","3147","34","68.2","20.1","2.3","311"
"","Gujarat","10654","26","232.2","36.3","1.1","468"
"","MP","6252","22","121.0","53.9","-2.6","209"
"","Maharashtra","17901","511","371.5","113.7","11.1","756"
"","Goa","403","1","8.0","7.3","-0.1","38"
"","DD","249","1","6.0","5.8","0.2","13"
"","DNH","634","2","14.9","14.6","0.4","42"
"","Essar steel","262","1","4.9","5.5","-0.6","75"
"SR","Andhra Pradesh","11904","500","268.8","89.8","7.0","775"
"","Karnataka","9008","300","183.2","19.8","0.2","273"
"","Kerala","3270","685","60.4","29.3","2.3","222"
"","Tamil Nadu","12120","150","251.2","90.7","-0.9","547"
"","Pondy","288","0","5.3","6.0","-0.6","8"
"ER","Bihar","2174","0","42.4","39.1","-0.1","165"
"","DVC","2517","0","56.9","-14.5","-3.4","285"
"","Jharkhand","1008","0","21.3","11.1","-1.6","85"
"","Odisha","3518","0","64.0","12.6","1.0","345"
"","West Bengal","6386","38","108.5","22.8","3.0","402"
"","Sikkim","100","0","1.9","1.4","0.5","40"
"NER","Arunachal Pradesh","108","7","1.4","1.1","0.3","47"
"","Assam","925","247","18.1","10.8","2.6","161"
"","Manipur","118","2","1.5","1.4","0.1","71"
"","Meghalaya","305","15","4.9","3.1","0.5","110"
"","Mizoram","77","8","1.2","0.9","0.1","36"
"","Nagaland","99","4","1.6","1.3","0.1","25"
"","Tripura","196","1","3.1","1.1","-0.6","25"
