"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4455","0","95.2","45.3","-0.5","109"
"","Haryana","5839","0","100.4","67.6","-1.1","146"
"","Rajasthan","9808","0","206.1","73.4","3.1","331"
"","Delhi","3058","0","58.3","48.9","1.2","225"
"","UP","13264","0","271.7","87.7","-2.8","325"
"","Uttarakhand","1580","0","31.2","18.5","0.1","188"
"","HP","1261","0","23.5","16.4","0.6","188"
"","J&K","1747","437","36.4","33.1","-4.0","0"
"","Chandigarh","154","0","2.9","3.1","-0.2","12"
"WR","Chhattisgarh","3122","0","70.2","7.5","-0.8","120"
"","Gujarat","11072","0","246.8","63.9","-3.0","361"
"","MP","9722","0","210.4","128.7","-3.6","175"
"","Maharashtra","19730","0","420.6","116.6","-1.5","669"
"","Goa","425","0","7.5","7.1","-0.1","19"
"","DD","274","0","6.4","6.3","0.1","11"
"","DNH","728","0","16.7","17.0","-0.3","41"
"","Essar steel","541","0","6.4","6.6","-0.2","128"
"SR","Andhra Pradesh","7256","0","162.1","27.6","1.6","410"
"","Telangana","7170","0","146.4","73.5","2.1","305"
"","Karnataka","9253","0","198.0","92.0","4.4","726"
"","Kerala","3046","0","58.4","52.0","2.0","284"
"","Tamil Nadu","11966","0","268.9","136.6","-0.3","782"
"","Pondy","295","0","6.4","6.9","-0.5","24"
"ER","Bihar","3630","0","65.8","64.5","-2.5","200"
"","DVC","2536","0","59.6","-30.0","-0.1","300"
"","Jharkhand","1082","0","21.1","12.8","-1.7","50"
"","Odisha","3754","0","68.3","18.8","-1.1","200"
"","West Bengal","6308","0","107.8","25.5","0.7","200"
"","Sikkim","78","0","1.0","0.3","0.7","60"
"NER","Arunachal Pradesh","127","1","2.0","1.9","0.1","15"
"","Assam","1314","15","21.4","15.9","1.1","97"
"","Manipur","136","2","1.7","2.1","-0.4","21"
"","Meghalaya","256","6","4.5","4.0","-0.7","25"
"","Mizoram","79","4","1.1","1.0","0.0","15"
"","Nagaland","108","2","1.3","1.9","-0.6","10"
"","Tripura","212","2","3.5","3.0","0.0","28"
