"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7023","0","153.7","70.3","-1.1","105"
"","Haryana","7448","0","153.1","90.6","-1.3","174"
"","Rajasthan","9206","0","202.3","52.1","0.0","291"
"","Delhi","4069","0","85.3","73.5","-2.5","101"
"","UP","12216","2820","277.7","125.3","-3.6","275"
"","Uttarakhand","1819","0","36.4","18.9","1.2","164"
"","HP","1234","0","25.4","15.4","0.2","144"
"","J&K","1896","474","39.5","26.3","1.5","263"
"","Chandigarh","228","0","4.3","4.4","0.3","22"
"WR","Chhattisgarh","3763","96","87.1","37.1","3.3","327"
"","Gujarat","14394","0","321.1","67.2","-0.4","261"
"","MP","9249","0","204.4","110.0","-1.6","253"
"","Maharashtra","19711","376","428.9","117.1","-0.2","584"
"","Goa","433","0","8.9","7.9","0.6","58"
"","DD","300","0","6.7","6.8","0.0","31"
"","DNH","703","0","15.9","16.1","-0.1","51"
"","Essar steel","247","0","4.0","4.0","-0.1","69"
"SR","Andhra Pradesh","6220","0","135.0","19.3","2.6","511"
"","Telangana","6629","0","147.8","105.0","-1.0","411"
"","Karnataka","6569","1300","143.1","24.9","3.8","453"
"","Kerala","3102","0","59.1","36.8","0.8","314"
"","Tamil Nadu","12804","0","279.8","115.5","-0.2","645"
"","Pondy","305","0","6.6","6.4","0.2","35"
"ER","Bihar","3350","0","68.6","68.7","-2.4","305"
"","DVC","2422","0","58.0","-13.1","0.6","425"
"","Jharkhand","1085","0","23.9","12.3","-0.4","95"
"","Odisha","3492","0","67.5","19.7","1.3","385"
"","West Bengal","7760","0","155.0","57.6","2.6","365"
"","Sikkim","85","0","1.2","0.6","0.6","20"
"NER","Arunachal Pradesh","99","4","1.8","1.8","0.0","35"
"","Assam","1130","330","24.9","17.2","2.3","191"
"","Manipur","129","5","2.2","2.2","0.0","26"
"","Meghalaya","288","0","4.7","1.1","-0.4","80"
"","Mizoram","76","3","1.2","1.3","-0.1","14"
"","Nagaland","108","4","1.8","1.7","0.1","31"
"","Tripura","221","0","3.5","1.5","0.6","35"
