"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6797","0","147.1","96.4","-1.0","415","0.0"
"","Haryana","7062","0","141.8","97.6","0.1","304","0.0"
"","Rajasthan","8070","0","168.4","56.5","1.3","394","0.0"
"","Delhi","4719","0","98.7","75.3","-1.2","196","0.0"
"","UP","15935","0","321.1","170.4","-1.6","436","0.0"
"","Uttarakhand","1615","0","34.6","8.6","-1.3","85","0.0"
"","HP","1216","0","23.5","-1.7","-0.3","53","0.0"
"","J&K","2128","532","38.3","15.4","-1.5","355","9.1"
"","Chandigarh","238","0","4.9","5.9","-0.9","0","0.0"
"WR","Chhattisgarh","3636","24","84.9","25.5","-0.7","648","0.0"
"","Gujarat","11150","0","247.5","52.6","3.6","726","0.3"
"","MP","7617","0","166.8","93.8","2.2","911","0.0"
"","Maharashtra","17394","0","380.0","121.0","-0.2","391","0.0"
"","Goa","436","0","9.0","8.5","0.3","105","0.0"
"","DD","296","0","6.7","6.1","0.6","63","0.0"
"","DNH","712","0","16.4","16.3","0.1","49","0.0"
"","Essar steel","95","0","1.3","0.9","0.3","144","0.0"
"SR","Andhra Pradesh","7223","0","154","46","2.7","561","0.0"
"","Telangana","8774","0","186","93","-1.7","314","0.0"
"","Karnataka","8019","0","170","66","3.4","499","0.0"
"","Kerala","3249","0","65","43","2.0","403","0.0"
"","Tamil Nadu","12748","0","284","132","4.7","614","0.0"
"","Pondy","335","0","7","8","-0.5","14","0.0"
"ER","Bihar","4152","0","73.5","68.7","-1.0","180","0.0"
"","DVC","2764","0","61.3","-27.6","2.5","385","0.0"
"","Jharkhand","1150","0","24.0","17.1","-0.3","180","0.0"
"","Odisha","3500","0","71.7","25.9","-1.4","220","0.0"
"","West Bengal","7360","0","149.4","49.3","3.9","450","0.0"
"","Sikkim","88","0","1.1","2.2","-1.1","2","0.0"
"NER","Arunachal Pradesh","119","1","2.2","2.1","0.1","45","0.1"
"","Assam","1605","108","30.2","23.6","1.3","237","1.2"
"","Manipur","145","3","2.3","2.4","-0.1","31","0.1"
"","Meghalaya","282","0","5.0","0.2","-0.6","76","0.0"
"","Mizoram","58","2","1.5","1.3","0.1","30","0.0"
"","Nagaland","107","1","1.9","1.9","-0.2","28","0.0"
"","Tripura","250","0","4.0","3.2","0.2","99","0.1"
