"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6110","0","119.6","47.3","-2.3","172","0.0"
"","Haryana","5740","0","114.1","71.3","-0.2","402","0.0"
"","Rajasthan","9860","0","208.2","65.8","-2.2","676","0.0"
"","Delhi","3071","0","57.9","45.8","0.0","227","0.0"
"","UP","13967","540","267.7","111.3","3.7","491","0.0"
"","Uttarakhand","1622","0","32.3","17.4","0.1","143","0.0"
"","HP","1410","0","25.5","15.4","0.6","158","0.1"
"","J&K","2206","551","45.7","38.3","-0.8","298","10.1"
"","Chandigarh","170","0","2.9","3.1","-0.1","30","0.0"
"WR","Chhattisgarh","3965","0","87.3","33.0","-1.6","647","0.3"
"","Gujarat","15309","0","333.3","122.4","3.9","973","0.0"
"","MP","9965","0","198.8","64.5","-0.7","490","0.0"
"","Maharashtra","21151","0","460.8","144.0","-0.4","400","0.0"
"","Goa","497","0","11.7","9.8","1.3","35","0.0"
"","DD","331","0","7.3","6.7","0.6","47","0.0"
"","DNH","765","0","17.4","17.2","0.2","62","0.0"
"","Essar steel","574","0","12.5","12.6","-0.1","279","0.0"
"SR","Andhra Pradesh","8877","0","200.7","69.4","0.5","407","0.0"
"","Telangana","10023","0","224.6","109.4","0.2","486","0.0"
"","Karnataka","12290","0","249.4","79.1","-0.2","410","0.0"
"","Kerala","4017","0","82.6","59.0","0.7","126","0.0"
"","Tamil Nadu","15602","0","349.2","194.6","1.6","495","0.0"
"","Pondy","398","0","8.7","8.8","-0.1","35","0.0"
"ER","Bihar","4182","0","75.5","69.7","0.6","460","0.0"
"","DVC","3185","0","65.4","-47.0","-0.2","396","0.0"
"","Jharkhand","1061","0","22.6","18.9","-0.6","169","0.0"
"","Odisha","4394","0","83.3","35.4","1.4","267","0.0"
"","West Bengal","7542","0","140.5","39.9","0.3","309","0.0"
"","Sikkim","95","0","1.2","1.4","-0.2","18","0.0"
"NER","Arunachal Pradesh","106","5","2.0","1.8","0.2","32","0.0"
"","Assam","1421","23","21.7","17.1","0.6","150","1.7"
"","Manipur","171","2","2.5","2.2","0.3","23","0.0"
"","Meghalaya","341","0","6.1","5.0","0.1","53","0.0"
"","Mizoram","91","3","1.8","1.2","0.3","25","0.0"
"","Nagaland","112","2","2.0","1.8","0.2","18","0.0"
"","Tripura","234","6","4.0","2.9","0.2","46","0.1"
