"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10074","0","228.1","128.1","-0.6","122","0.0"
"","Haryana","8273","280","165.6","111.9","0.5","181","1.0"
"","Rajasthan","8164","0","185.0","78.1","0.7","205","1.6"
"","Delhi","5453","0","109.8","88.7","0.3","198","0.0"
"","UP","16413","380","353.1","158.6","1.5","513","5.3"
"","Uttarakhand","1802","150","36.7","12.1","-1.2","76","0.8"
"","HP","1222","0","24.8","-2.9","5.6","831","0.2"
"","J&K","1847","462","36.0","12.0","-2.0","244","8.6"
"","Chandigarh","276","0","5.6","6.5","-0.9","0","0.0"
"WR","Chhattisgarh","3640","0","84.6","20.9","0.1","199","0.0"
"","Gujarat","12193","0","262.8","69.8","-2.0","355","0.0"
"","MP","6733","0","148.0","80.1","-1.4","464","0.0"
"","Maharashtra","19946","0","437.5","120.6","3.0","435","0.0"
"","Goa","455","0","8.9","7.8","1.1","79","0.0"
"","DD","313","0","6.6","5.7","0.8","77","0.0"
"","DNH","729","0","16.5","16.2","0.2","46","0.0"
"","Essar steel","291","0","5.2","5.4","-0.2","150","0.0"
"SR","Andhra Pradesh","7112","0","161","49","10.8","916","0.0"
"","Telangana","8453","0","182","98","-3.0","276","0.0"
"","Karnataka","8891","0","199","71","3.8","637","0.0"
"","Kerala","3246","0","65","42","1.3","280","0.0"
"","Tamil Nadu","13702","0","296","104","5.2","898","0.0"
"","Pondy","338","0","7","7","0.5","61","0.0"
"ER","Bihar","4221","0","80.8","73.8","0.7","500","0.0"
"","DVC","2789","450","61.9","-18.1","0.6","400","1.4"
"","Jharkhand","1185","0","24.0","17.0","-0.6","100","0.0"
"","Odisha","3989","0","76.4","21.3","-3.6","200","0.0"
"","West Bengal","8204","0","156.6","57.3","3.2","400","0.0"
"","Sikkim","88","0","1.1","0.9","0.2","25","0.0"
"NER","Arunachal Pradesh","107","2","2.1","2.1","0.0","14","0.0"
"","Assam","1631","131","30.8","22.7","3.1","207","1.0"
"","Manipur","142","1","2.1","1.9","0.2","34","0.0"
"","Meghalaya","252","0","6.3","-1.0","1.0","38","0.0"
"","Mizoram","67","1","1.3","1.1","0.1","12","0.0"
"","Nagaland","109","1","2.3","1.8","0.3","19","0.0"
"","Tripura","254","2","3.2","3.1","-1.0","63","0.0"
