"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10622","0","239.3","138.0","-0.4","194","0.0"
"","Haryana","9342","0","193.1","135.9","0.4","248","0.0"
"","Rajasthan","8426","179","189.0","84.7","1.6","261","0.0"
"","Delhi","5468","0","112.1","88.3","0.0","301","0.0"
"","UP","17060","490","366.6","164.8","2.0","392","1.5"
"","Uttarakhand","1797","0","37.7","14.6","2.0","395","0.2"
"","HP","1346","0","27.1","-1.2","3.1","289","0.2"
"","J&K","1997","499","36.0","11.4","-1.3","140","8.6"
"","Chandigarh","363","0","7.2","6.8","0.3","57","0.0"
"WR","Chhattisgarh","3081","0","74.4","21.8","-0.2","308","0.0"
"","Gujarat","10739","0","230.7","60.4","-1.4","635","0.0"
"","MP","7199","15","153.9","82.7","3.3","807","0.1"
"","Maharashtra","16967","0","374.7","107.6","2.4","540","0.0"
"","Goa","350","0","8.0","8.2","-0.7","26","0.0"
"","DD","296","0","6.6","6.2","0.4","57","0.0"
"","DNH","710","0","16.2","16.3","-0.2","9","0.0"
"","Essar steel","505","0","10.3","10.5","-0.2","227","0.0"
"SR","Andhra Pradesh","6251","0","137","27","5","645","0.0"
"","Telangana","6744","0","139","73","-1","510","0.0"
"","Karnataka","7867","0","169","67","3","483","0.0"
"","Kerala","3398","0","64","46","2","230","0.0"
"","Tamil Nadu","13823","0","292","102","1","620","0.0"
"","Pondy","354","0","7","7","0","31","0.0"
"ER","Bihar","4095","0","84.3","79.8","0.0","220","0.0"
"","DVC","2940","0","66.4","-34.1","-1.1","225","0.0"
"","Jharkhand","1150","0","22.4","17.4","-0.8","85","0.0"
"","Odisha","4029","0","80.8","32.0","0.8","250","0.0"
"","West Bengal","7891","0","153.5","58.6","0.3","250","0.0"
"","Sikkim","65","0","1.0","0.9","0.2","5","0.0"
"NER","Arunachal Pradesh","100","6","1.5","2.3","-0.8","0","0.0"
"","Assam","1564","99","28.0","21.0","2.4","204","1.7"
"","Manipur","142","4","1.8","1.7","0.1","5","0.0"
"","Meghalaya","256","0","4.2","-1.6","0.3","15","0.0"
"","Mizoram","74","0","1.2","0.8","0.2","17","0.0"
"","Nagaland","108","2","1.8","1.8","0.0","23","0.0"
"","Tripura","246","10","4.8","2.8","1.2","90","0.1"
