"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8735","0","197.5","115.5","0.3","134"
"","Haryana","7990","0","164.9","98.5","-0.8","275"
"","Rajasthan","6961","194","155.3","32.8","1.6","359"
"","Delhi","4936","0","95.6","78.5","-1.1","140"
"","UP","11512","2450","253.2","125.9","2.6","654"
"","Uttarakhand","1731","75","34.8","17.0","-0.4","182"
"","HP","1177","0","19.4","0.3","-0.6","51"
"","J&K","1603","100","26.0","15.0","0.6","438"
"","Chandigarh","287","0","5.8","5.7","0.1","28"
"WR","Chhattisgarh","2374","130","53.5","8.2","0.2","148"
"","Gujarat","9959","0","222.7","26.1","1.8","638"
"","MP","5653","0","116.2","68.7","-2.6","490"
"","Maharashtra","15391","51","337.1","71.1","-0.4","300"
"","Goa","267","0","7.8","6.3","1.1","25"
"","DD","654","0","6.1","5.5","0.5","50"
"","DNH","376","0","15.2","15.0","0.2","38"
"","Essar steel","507","0","10.9","10.9","0.0","11"
"SR","Andhra Pradesh","6329","0","144.4","39.9","4.0","263"
"","Telangana","6095","500","128.0","68.0","-1.6","535"
"","Karnataka","7738","350","154.0","12.0","0.4","403"
"","Kerala","2917","427","53.2","27.7","1.8","316"
"","Tamil Nadu","12628","111","271.1","68.1","-1.4","469"
"","Pondy","308","31","6.8","6.6","0.2","38"
"ER","Bihar","2429","250","45.2","44.6","-1.9","200"
"","DVC","2402","0","56.5","-11.4","0.1","180"
"","Jharkhand","894","0","16.0","11.0","-1.5","50"
"","Odisha","3089","0","61.4","20.1","1.0","190"
"","West Bengal","6746","0","134.5","49.7","-3.4","45"
"","Sikkim","78","0","1.2","1.2","0.0","25"
"NER","Arunachal Pradesh","113","2","1.9","2.2","-0.3","20"
"","Assam","1101","228","25.6","17.3","2.5","150"
"","Manipur","129","1","1.7","2.4","-0.7","39"
"","Meghalaya","220","5","4.3","2.0","-0.2","40"
"","Mizoram","76","1","1.2","1.3","-0.3","15"
"","Nagaland","110","5","1.7","1.8","-0.4","17"
"","Tripura","180","41","2.6","1.9","-0.9","54"
