"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4820","0","98.5","43.1","1.4","335"
"","Haryana","4695","0","88.2","45.6","-4.0","326"
"","Rajasthan","6257","0","135.1","50.5","-4.0","384"
"","Delhi","3180","0","68.6","49.4","-5.7","0"
"","UP","9450","1640","210.0","81.2","-3.5","537"
"","Uttarakhand","1396","0","28.4","18.8","-1.0","14"
"","HP","1072","0","22.0","12.8","-1.5","87"
"","J&K","1577","100","29.4","22.3","-1.5","69"
"","Chandigarh","184","0","3.6","3.8","-0.2","16"
"WR","Chhattisgarh","2733","59","51.1","18.4","-14.1","300"
"","Gujarat","11333","13","258.7","48.8","0.0","493"
"","MP","6381","0","132.7","68.9","-4.3","157"
"","Maharashtra","15804","92","360.1","121.0","4.5","653"
"","Goa","346","50","7.5","6.3","0.7","85"
"","DD","251","0","6.1","5.2","1.0","57"
"","DNH","583","0","14.0","13.6","0.5","25"
"SR","Andhra Pradesh","11410","1500","249.5","73.9","2.9","386"
"","Karnataka","7941","700","167.2","23.3","1.3","438"
"","Kerala","2760","500","57.4","32.4","2.9","225"
"","Tamil Nadu","10782","1097","237.2","79.5","4.5","524"
"","Pondy","276","0","6.0","7.5","-1.5","0"
"ER","Bihar","1490","600","28.8","29.6","-0.8","230"
"","DVC","2734","0","51.4","-18.6","0.4","210"
"","Jharkhand","1339","0","17.1","6.4","-0.2","140"
"","Odisha","3806","0","62.6","10.3","5.8","760"
"","West Bengal","6502","81","124.5","26.7","2.7","370"
"","Sikkim","70","0","0.5","1.7","-1.1","8"
"NER","Arunachal Pradesh","82","11","1.1","0.9","0.2","28"
"","Assam","770","351","14.7","10.5","0.6","180"
"","Manipur","88","12","1.1","1.0","0.1","38"
"","Meghalaya","210","32","3.8","2.8","0.2","59"
"","Mizoram","52","9","1.0","0.8","0.2","15"
"","Nagaland","53","7","0.6","0.8","-0.1","19"
"","Tripura","178","37","3.4","0.5","0.8","59"
