"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","12341","0","277.1","143.6","-1.2","74","0.0"
"","Haryana","9840","300","218.9","154.4","4.6","368","0.5"
"","Rajasthan","10596","82","238.4","73.1","1.8","465","1.9"
"","Delhi","6893","0","139.7","109.2","-1.0","295","0.0"
"","UP","19116","510","428.4","217.4","2.5","277","8.7"
"","Uttarakhand","2085","0","46.2","17.7","1.7","214","0.3"
"","HP","1267","50","24.9","-0.8","1.0","208","0.9"
"","J&K","1978","494","40.0","18.1","-3.6","67","9.5"
"","Chandigarh","365","0","7.0","7.0","0.0","47","0.0"
"WR","Chhattisgarh","3708","0","83.4","28.2","-1.6","679","0.0"
"","Gujarat","14469","0","326.1","103.3","6.2","844","0.0"
"","MP","7600","0","167.4","72.1","-1.6","338","0.0"
"","Maharashtra","17475","0","390.8","88.1","-0.4","643","0.0"
"","Goa","351","0","9.2","8.6","0.0","61","0.0"
"","DD","337","0","7.4","6.4","1.0","87","0.0"
"","DNH","762","0","17.7","17.0","0.7","98","0.0"
"","Essar steel","553","0","10.1","9.3","0.7","300","0.0"
"SR","Andhra Pradesh","6851","0","155.0","8.4","1.1","492","0.0"
"","Telangana","6832","0","179.4","78.1","-0.2","348","0.0"
"","Karnataka","8217","0","168.6","38.1","-1.7","480","0.0"
"","Kerala","3026","0","61.8","35.3","0.4","237","0.0"
"","Tamil Nadu","14012","0","306.6","100.1","-0.2","495","0.0"
"","Pondy","375","0","8.0","8.0","0.0","58","0.0"
"ER","Bihar","4911","0","94.5","92.3","-0.3","100","0.0"
"","DVC","3418","0","69.8","-20.5","-1.5","180","0.0"
"","Jharkhand","1175","0","24.9","19.6","-0.1","120","0.0"
"","Odisha","4115","0","80.3","31.2","2.9","400","0.0"
"","West Bengal","8393","0","170.3","52.8","3.5","250","0.0"
"","Sikkim","85","0","1.1","1.4","-0.3","0","0.0"
"NER","Arunachal Pradesh","115","3","2.3","2.4","0.0","23","0.0"
"","Assam","1705","84","32.8","26.3","1.7","130","0.9"
"","Manipur","159","6","2.5","2.5","0.0","30","0.1"
"","Meghalaya","303","0","5.5","-0.2","0.6","38","0.0"
"","Mizoram","84","4","1.5","0.8","0.1","9","0.0"
"","Nagaland","113","2","2.3","2.0","0.1","12","0.0"
"","Tripura","271","5","4.6","4.0","-0.2","26","0.0"
