"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7335","0","152.6","119.5","-1.1","179"
"","Haryana","5644","0","127.2","96.5","-0.6","471"
"","Rajasthan","6293","0","140.4","65.0","-3.8","40"
"","Delhi","4640","0","97.6","77.7","-3.5","312"
"","UP","11711","1040","247.9","120.7","-2.9","638"
"","Uttarakhand","1577","0","33.8","16.0","-2.4","104"
"","HP","1155","0","24.1","2.5","-1.6","80"
"","J&K","1529","100","25.5","15.4","-3.3","347"
"","Chandigarh","259","0","5.2","6.0","-0.8","0"
"WR","Chhattisgarh","2395","4","54.5","11.2","0.0","251"
"","Gujarat","10535","54","226.6","49.5","2.7","938"
"","MP","5467","0","113.0","55.3","-3.0","223"
"","Maharashtra","13862","80","304.8","81.1","-3.1","742"
"","Goa","399","0","8.1","7.4","0.4","22"
"","DD","248","0","5.9","5.8","0.1","18"
"","DNH","573","0","13.6","14.0","-0.4","31"
"SR","Andhra Pradesh","9573","1000","203.0","70.1","0.8","361"
"","Karnataka","6852","500","136.6","26.8","0.6","234"
"","Kerala","2546","450","47.5","32.6","1.7","261"
"","Tamil Nadu","11415","586","251.3","59.0","0.6","365"
"","Pondy","312","10","6.6","7.0","-0.3","32"
"ER","Bihar","1824","270","35.7","37.3","-1.6","285"
"","DVC","2392","0","54.1","-19.0","-0.3","220"
"","Jharkhand","887","0","16.6","14.7","-1.0","225"
"","Odisha","3133","0","70.2","14.3","2.8","415"
"","West Bengal","6264","8","120.8","31.8","1.7","345"
"","Sikkim","83","0","1.1","1.1","0.0","29"
"NER","Arunachal Pradesh","99","1","1.3","1.1","0.2","58"
"","Assam","1218","10","22.3","14.7","2.8","169"
"","Manipur","106","4","1.4","1.6","-0.2","52"
"","Meghalaya","245","11","4.0","0.4","0.0","61"
"","Mizoram","46","10","1.0","0.9","0.1","13"
"","Nagaland","82","8","1.6","1.2","0.1","22"
"","Tripura","219","7","3.2","0.8","0.6","66"
