"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5562","0","122.4","79.2","0.7","146"
"","Haryana","6145","0","120.2","81.8","0.0","210"
"","Rajasthan","7761","0","174.4","42.8","0.3","259"
"","Delhi","4369","0","91.9","69.7","-2.6","173"
"","UP","12226","1400","278.1","129.3","1.6","324"
"","Uttarakhand","1555","0","34.8","21.0","0.4","132"
"","HP","1170","0","23.6","7.0","-0.7","66"
"","J&K","1571","100","27.6","19.6","-2.6","160"
"","Chandigarh","240","0","4.8","4.5","0.3","23"
"WR","Chhattisgarh","3202","50","71.7","18.2","-1.7","184"
"","Gujarat","13342","16","289.1","51.9","-1.7","445"
"","MP","6933","2","143.6","75.5","-1.2","476"
"","Maharashtra","19029","594","418.6","123.8","4.0","575"
"","Goa","411","0","9.1","7.9","0.9","94"
"","DD","282","0","6.3","6.2","0.1","38"
"","DNH","677","0","15.7","15.4","0.2","27"
"","Essar steel","589","0","12.3","12.7","-0.4","0"
"SR","Andhra Pradesh","11148","500","253.1","93.2","3.0","348"
"","Karnataka","7858","400","170.4","28.0","1.2","486"
"","Kerala","3095","75","60.8","32.5","1.8","258"
"","Tamil Nadu","11750","745","257.6","92.1","0.1","357"
"","Pondy","309","0","5.9","6.4","-0.5","41"
"ER","Bihar","2212","0","42.6","37.9","2.3","220"
"","DVC","2453","0","52.9","-11.2","-0.9","250"
"","Jharkhand","950","0","19.4","10.6","-2.7","100"
"","Odisha","3445","0","69.6","22.4","1.8","150"
"","West Bengal","6417","0","130.2","29.8","7.5","420"
"","Sikkim","85","0","1.3","1.4","0.0","30"
"NER","Arunachal Pradesh","107","8","1.6","1.4","0.2","49"
"","Assam","1077","269","19.8","11.1","3.4","267"
"","Manipur","103","2","1.4","1.4","0.1","29"
"","Meghalaya","257","4","3.3","2.1","0.6","87"
"","Mizoram","70","5","1.1","0.9","-0.1","21"
"","Nagaland","93","1","1.6","1.5","0.0","28"
"","Tripura","233","3","2.5","1.4","-0.8","58"
