"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5239","0","103.7","54.7","-0.8","162","0.0"
"","Haryana","6037","0","110.4","81.7","1.1","232","0.0"
"","Rajasthan","11621","0","211.4","61.6","-1.2","292","0.0"
"","Delhi","3817","0","63.8","51.4","0.0","182","0.0"
"","UP","12862","225","229.9","97.8","3.5","960","0.0"
"","Uttarakhand","1712","0","33.4","18.2","-0.5","86","0.0"
"","HP","1610","0","29.3","21.6","-0.5","267","0.0"
"","J&K(UT) and Ladakh(UT)","2525","631","44.2","37.6","-2.3","201","10.5"
"","Chandigarh","212","0","3.8","3.8","0.0","50","0.0"
"WR","Chhattisgarh","3518","0","75.8","18.3","0.0","329","0.0"
"","Gujarat","15049","0","317.1","101.9","2.4","603","0.0"
"","MP","12338","0","228.5","116.0","-2.1","419","0.0"
"","Maharashtra","21105","0","435.7","147.0","-5.0","436","0.0"
"","Goa","591","0","12.2","12.0","-0.2","58","0.1"
"","DD","311","0","6.7","6.3","0.3","48","0.0"
"","DNH","792","0","18.6","18.5","0.0","31","0.0"
"","Essar steel","308","0","6.0","6.2","-0.2","295","0.0"
"SR","Andhra Pradesh","7398","0","156.6","71.2","0.3","510","0.0"
"","Telangana","9652","0","200.1","94.7","2.1","544","0.0"
"","Karnataka","11210","0","197.7","40.3","1.5","783","0.0"
"","Kerala","3368","0","70.4","58.1","1.1","153","0.0"
"","Tamil Nadu","12232","0","256.1","145.5","-1.0","444","0.0"
"","Pondy","343","0","6.8","7.1","-0.4","15","0.0"
"ER","Bihar","3779","0","54.9","56.6","-2.5","400","0.0"
"","DVC","3074","0","61.4","-29.3","-0.8","100","0.0"
"","Jharkhand","1135","0","23.2","19.0","-0.9","31","0.0"
"","Odisha","4187","0","79.8","16.3","0.1","150","0.0"
"","West Bengal","6195","0","112.0","23.1","0.7","300","0.0"
"","Sikkim","109","0","1.7","1.6","0.0","15","0.0"
"NER","Arunachal Pradesh","115","2","2.0","1.7","0.2","21","0.0"
"","Assam","1272","23","20.1","16.8","0.5","167","0.2"
"","Manipur","189","1","2.6","2.9","-0.3","34","0.0"
"","Meghalaya","332","0","5.8","2.0","1.3","23","0.0"
"","Mizoram","106","2","2.0","0.8","0.5","29","0.0"
"","Nagaland","119","1","2.1","2.2","-0.4","9","0.0"
"","Tripura","223","7","3.4","1.3","-0.1","21","0.0"
