"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6338","0","137.1","31.3","-0.5","106","0.0"
"","Haryana","6393","0","133.1","52.7","3.2","341","5.1"
"","Rajasthan","10099","0","195.5","45.2","1.3","481","0.8"
"","Delhi","3558","0","68.9","52.4","0.3","220","0.0"
"","UP","12589","770","287.1","89.0","-1.1","224","11.4"
"","Uttarakhand","1826","0","35.6","24.8","2.2","234","0.0"
"","HP","1410","14","25.8","19.7","1.5","275","0.2"
"","J&K","2018","505","42.7","39.1","-1.0","210","10.1"
"","Chandigarh","177","0","3.3","2.9","0.4","37","0.0"
"WR","Chhattisgarh","3797","0","85.8","22.7","-1.2","133","0.0"
"","Gujarat","14141","0","316.9","148.6","0.3","489","0.0"
"","MP","9023","0","186.7","88.4","-3.0","371","0.0"
"","Maharashtra","21538","0","462.8","147.2","0.1","331","0.0"
"","Goa","485","0","10.9","9.9","0.8","33","0.0"
"","DD","331","0","7.4","6.8","0.7","113","0.0"
"","DNH","765","0","17.8","17.1","0.7","57","0.0"
"","Essar steel","513","0","10.1","9.8","0.3","208","0.0"
"SR","Andhra Pradesh","8775","0","183.9","48.9","0.0","433","0.0"
"","Telangana","10031","0","220.4","100.3","0.1","342","0.0"
"","Karnataka","10635","0","231.8","85.7","-0.9","370","0.0"
"","Kerala","3612","0","72.8","50.4","1.5","237","0.0"
"","Tamil Nadu","14694","0","314.8","147.8","2.0","565","0.0"
"","Pondy","355","0","7.6","7.7","-0.2","32","0.0"
"ER","Bihar","4431","0","75.8","68.5","0.0","220","0.0"
"","DVC","2898","0","65.8","-57.0","-1.1","220","0.0"
"","Jharkhand","1175","0","24.5","13.8","0.7","80","0.2"
"","Odisha","4491","0","86.4","37.5","0.9","225","0.0"
"","West Bengal","8160","0","148.3","26.5","0.7","220","0.0"
"","Sikkim","96","0","1.5","1.3","0.2","12","0.0"
"NER","Arunachal Pradesh","112","3","2.2","1.7","0.5","59","0.0"
"","Assam","1402","43","22.9","19.5","0.4","146","0.6"
"","Manipur","170","2","2.2","2.4","-0.1","22","0.0"
"","Meghalaya","318","1","5.2","3.3","-0.1","57","0.0"
"","Mizoram","82","3","1.6","0.9","0.1","34","0.0"
"","Nagaland","130","4","2.0","1.7","0.1","40","0.0"
"","Tripura","240","2","3.7","3.0","0.2","26","0.0"
