"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4824","0","96.3","31.1","-0.1","248","0.0"
"","Haryana","6156","0","116.2","74.2","1.0","203","0.0"
"","Rajasthan","10714","0","206.2","72.9","-0.1","510","0.0"
"","Delhi","3780","0","63.7","50.5","-1.2","143","0.0"
"","UP","13827","290","257.7","86.9","-0.3","431","0.0"
"","Uttarakhand","1970","0","36.6","28.6","0.1","107","0.0"
"","HP","1429","0","26.8","23.3","-0.3","163","0.1"
"","J&K","2191","548","39.7","38.7","-2.8","69","9.4"
"","Chandigarh","211","0","3.3","3.3","0.0","37","0.0"
"WR","Chhattisgarh","2861","0","65.6","-6.0","1.0","152","0.0"
"","Gujarat","13380","0","286.3","117.9","2.5","337","0.0"
"","MP","8608","0","165.9","81.9","-3.0","447","0.0"
"","Maharashtra","19803","0","401.4","122.1","0.5","308","0.0"
"","Goa","442","0","9.6","9.0","0.0","37","0.0"
"","DD","295","0","5.8","5.5","0.4","43","0.0"
"","DNH","734","0","17.4","16.9","0.5","51","0.0"
"","Essar steel","582","0","12.4","12.2","0.2","212","0.0"
"SR","Andhra Pradesh","8591","0","172.1","51.9","0.9","543","0.0"
"","Telangana","9499","0","189.3","87.1","0.5","520","0.0"
"","Karnataka","10212","0","214.5","102.9","-1.1","488","0.0"
"","Kerala","3473","0","70.3","56.7","1.5","204","0.0"
"","Tamil Nadu","14381","0","293.9","167.4","0.8","548","0.0"
"","Pondy","334","0","6.9","7.3","-0.5","19","0.0"
"ER","Bihar","4055","0","66.6","61.1","-0.9","236","0.0"
"","DVC","2982","0","68.2","-42.0","-1.9","100","0.0"
"","Jharkhand","1086","0","23.5","16.1","0.1","78","0.0"
"","Odisha","4132","0","76.4","32.6","3.2","368","0.0"
"","West Bengal","6672","0","121.8","15.4","1.4","290","0.0"
"","Sikkim","112","0","1.6","1.4","0.2","20","0.0"
"NER","Arunachal Pradesh","114","2","2.2","1.7","0.6","44","0.0"
"","Assam","1425","14","24.0","19.6","1.6","104","0.2"
"","Manipur","186","2","2.4","2.6","-0.2","17","0.0"
"","Meghalaya","312","0","5.3","3.4","-0.2","38","0.0"
"","Mizoram","84","5","1.6","0.7","0.1","24","0.0"
"","Nagaland","119","4","2.0","1.9","-0.1","40","0.0"
"","Tripura","226","2","3.4","1.9","0.3","43","0.0"
