"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8466","0","190.6","122.1","-0.1","163"
"","Haryana","7099","13","161.4","72.7","0.1","244"
"","Rajasthan","7901","0","175.2","51.4","-4.1","175"
"","Delhi","4637","29","98.1","74.3","-0.3","274"
"","UP","10973","3925","227.6","109.8","4.4","529"
"","Uttarakhand","1478","185","32.5","11.8","0.2","155"
"","HP","1231","0","25.4","1.7","0.5","105"
"","J&K","1350","100","28.1","14.5","0.0","346"
"","Chandigarh","282","0","5.6","5.9","-0.2","15"
"WR","Chhattisgarh","2933","31","62.5","20.7","-4.6","118"
"","Gujarat","11640","106","267.1","80.6","-5.4","185"
"","MP","6497","45","131.2","43.0","-1.8","315"
"","Maharashtra","16732","762","361.2","108.0","8.3","554"
"","Goa","405","3","8.2","7.2","0.5","76"
"","DD","275","2","6.5","6.5","-0.1","53"
"","DNH","651","4","15.4","15.4","0.1","43"
"","Essar steel","310","2","6.6","6.5","0.1","51"
"SR","Andhra Pradesh","11593","0","260.5","85.8","1.6","464"
"","Karnataka","7109","450","148.9","19.3","-1.8","143"
"","Kerala","3097","150","57.0","27.3","0.5","240"
"","Tamil Nadu","11655","201","254.9","63.7","-1.9","186"
"","Pondy","297","0","6.3","7.0","-0.6","4"
"ER","Bihar","1988","250","40.5","40.6","-2.3","50"
"","DVC","2652","0","55.3","-27.0","-0.6","120"
"","Jharkhand","954","0","20.3","14.3","-1.4","0"
"","Odisha","3703","200","72.6","13.2","-2.1","80"
"","West Bengal","7189","18","136.8","41.7","4.4","320"
"","Sikkim","89","0","1.2","1.1","0.1","12"
"NER","Arunachal Pradesh","93","2","1.2","2.2","-1.0","20"
"","Assam","1098","201","21.8","15.5","0.5","267"
"","Manipur","110","5","1.8","2.3","-0.5","22"
"","Meghalaya","254","11","4.3","1.1","-0.7","54"
"","Mizoram","56","1","1.1","1.3","-0.2","12"
"","Nagaland","95","5","1.8","1.6","-0.2","18"
"","Tripura","193","23","2.8","1.3","-0.2","63"
