"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8725","0","201.2","122.0","0.7","230"
"","Haryana","8309","0","174.7","114.0","-1.5","311"
"","Rajasthan","7870","0","175.8","48.3","0.6","200"
"","Delhi","4841","0","100.3","71.1","-0.8","276"
"","UP","11815","2850","262.5","116.9","3.2","592"
"","Uttarakhand","1598","200","34.4","13.4","0.8","124"
"","HP","1173","0","24.6","-0.5","-0.4","35"
"","J&K","1828","100","28.9","17.4","1.0","508"
"","Chandigarh","264","0","5.4","5.4","0.0","27"
"WR","Chhattisgarh","2791","130","61.0","16.0","-0.1","155"
"","Gujarat","9676","61","211.1","24.3","-1.9","565"
"","MP","5297","0","115.4","67.2","0.3","346"
"","Maharashtra","16167","52","343.8","91.9","-1.6","669"
"","Goa","421","0","9.3","7.8","1.1","0"
"","DD","278","0","6.2","5.6","0.6","110"
"","DNH","664","61","15.4","15.2","0.2","35"
"","Essar steel","405","0","8.8","9.8","-1.0","11"
"SR","Andhra Pradesh","6072","0","136.1","41.1","0.9","590"
"","Telangana","5703","1200","125.9","69.6","4.5","438"
"","Karnataka","7699","300","155.0","18.6","0.8","301"
"","Kerala","3037","150","55.7","23.9","1.6","222"
"","Tamil Nadu","13028","0","285.4","75.0","-0.9","361"
"","Pondy","330","0","7.0","7.0","0.0","47"
"ER","Bihar","2264","150","46.0","41.9","1.7","200"
"","DVC","2669","0","60.5","-14.5","-1.6","240"
"","Jharkhand","867","0","20.8","13.3","0.8","35"
"","Odisha","3487","0","72.3","21.8","1.8","220"
"","West Bengal","7126","0","141.5","41.0","0.2","50"
"","Sikkim","70","0","1.2","1.4","-0.2","21"
"NER","Arunachal Pradesh","114","1","1.6","1.4","0.1","36"
"","Assam","1090","304","21.2","13.9","2.6","181"
"","Manipur","118","2","1.6","1.9","-0.3","34"
"","Meghalaya","280","22","4.0","1.0","-0.3","52"
"","Mizoram","76","7","0.9","0.9","-0.2","20"
"","Nagaland","103","4","1.5","1.4","0.0","32"
"","Tripura","210","17","2.7","1.1","0.1","101"
