"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10682","0","241.3","132.0","-0.4","77","0.0"
"","Haryana","8877","0","188.4","140.8","0.1","170","0.0"
"","Rajasthan","10685","0","228.2","57.5","2.0","350","0.0"
"","Delhi","5731","0","120.7","99.3","-1.7","129","0.0"
"","UP","17965","0","391.0","190.6","0.7","499","0.0"
"","Uttarakhand","1821","75","38.6","19.8","1.5","142","2.5"
"","HP","1319","0","28.6","-4.9","5.0","540","0.0"
"","J&K","2001","500","39.8","18.1","-3.7","255","9.5"
"","Chandigarh","292","0","5.7","6.0","-0.3","28","0.0"
"WR","Chhattisgarh","3723","0","86.4","20.7","-1.4","614","0.0"
"","Gujarat","15922","0","353.4","94.3","1.6","748","0.0"
"","MP","7993","0","179.0","69.3","-1.6","350","0.0"
"","Maharashtra","20485","0","443.3","116.3","-1.9","556","0.0"
"","Goa","444","0","9.5","10.1","-1.2","57","0.0"
"","DD","341","0","7.6","6.6","1.0","108","0.0"
"","DNH","776","0","18.1","17.3","0.8","102","0.0"
"","Essar steel","525","0","9.2","8.8","0.4","289","0.0"
"SR","Andhra Pradesh","7862","0","176.1","10.5","-1.1","541","0.0"
"","Telangana","9649","0","201.5","97.0","0.9","459","0.0"
"","Karnataka","9464","0","189.3","42.6","0.2","439","0.0"
"","Kerala","3198","0","63.2","23.9","0.3","235","0.7"
"","Tamil Nadu","14273","0","314.5","86.8","-2.0","424","0.0"
"","Pondy","354","0","7.6","7.6","0.0","36","0.0"
"ER","Bihar","4624","0","93.0","90.4","2.6","250","0.0"
"","DVC","2934","0","66.2","-24.7","2.6","270","0.0"
"","Jharkhand","1068","0","24.3","19.0","0.0","90","0.0"
"","Odisha","5227","0","108.5","55.9","2.0","450","0.0"
"","West Bengal","8667","0","172.5","59.4","3.9","500","0.0"
"","Sikkim","87","0","1.1","1.6","-0.5","15","0.0"
"NER","Arunachal Pradesh","119","3","2.3","2.6","-0.3","0","0.0"
"","Assam","1733","106","34.7","28.1","2.2","185","1.0"
"","Manipur","172","3","2.3","2.4","-0.1","21","0.0"
"","Meghalaya","313","0","5.8","1.1","-0.2","25","0.0"
"","Mizoram","78","4","1.5","0.9","0.2","11","0.0"
"","Nagaland","118","3","2.5","1.9","0.2","26","0.0"
"","Tripura","271","2","4.5","5.1","-0.2","49","0.0"
