"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6256","0","124.9","79.0","-3.2","146","0.0"
"","Haryana","6162","0","124.8","89.7","0.8","175","0.0"
"","Rajasthan","13965","0","245.1","78.8","-1.8","263","0.0"
"","Delhi","3563","0","63.8","46.8","-0.2","256","0.0"
"","UP","13815","0","257.7","107.4","0.3","865","1.3"
"","Uttarakhand","1884","0","35.6","16.9","0.3","116","0.0"
"","HP","1650","0","29.2","21.8","0.3","135","0.0"
"","J&K(UT) and Ladakh(UT)","2441","610","48.3","40.6","-1.2","229","9.3"
"","Chandigarh","219","0","3.5","3.3","0.2","30","0.0"
"WR","Chhattisgarh","3501","0","77.2","30.0","-1.2","205","0.0"
"","Gujarat","15700","0","347.2","120.7","-8.3","466","0.0"
"","MP","13234","0","250.4","128.3","-2.5","602","0.0"
"","Maharashtra","23599","0","491.4","150.6","-0.7","1080","0.0"
"","Goa","513","0","10.8","10.5","-0.2","30","0.0"
"","DD","318","0","7.3","7.0","0.3","35","0.0"
"","DNH","811","0","18.9","19.0","-0.1","36","0.0"
"","Essar steel","773","0","5.6","5.7","-0.1","259","0.0"
"SR","Andhra Pradesh","9914","0","201.2","77.5","1.1","580","0.0"
"","Telangana","12963","0","253.3","140.2","0.0","659","0.0"
"","Karnataka","12596","0","249.6","82.8","-0.5","548","0.0"
"","Kerala","3870","0","79.7","61.9","1.4","306","0.0"
"","Tamil Nadu","14863","0","325.6","171.8","0.8","488","0.0"
"","Pondy","390","0","8.0","8.2","-0.2","32","0.0"
"ER","Bihar","3847","0","63.8","63.5","-0.7","500","0.0"
"","DVC","3020","0","62.9","-37.0","0.0","300","0.0"
"","Jharkhand","1204","0","22.1","13.7","-1.1","175","0.0"
"","Odisha","3791","0","70.0","1.3","-0.5","265","0.0"
"","West Bengal","6497","0","115.4","25.2","-1.2","485","0.0"
"","Sikkim","113","0","1.7","1.7","-0.1","30","0.0"
"NER","Arunachal Pradesh","120","1","2.2","2.1","-0.1","22","0.0"
"","Assam","1210","100","19.2","16.0","-0.5","99","1.3"
"","Manipur","196","2","2.5","3.0","-0.5","31","0.0"
"","Meghalaya","343","0","5.9","4.5","0.2","54","0.2"
"","Mizoram","105","2","1.7","1.5","0.0","41","0.0"
"","Nagaland","125","1","2.3","1.9","0.2","32","0.1"
"","Tripura","235","1","3.3","1.7","-0.4","34","0.0"
