"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5136","0","95.2","35.3","3.6","493"
"","Haryana","5305","548","100.4","52.5","-0.2","256"
"","Rajasthan","8785","0","192.0","69.8","-3.4","267"
"","Delhi","3771","0","66.0","46.9","0.9","405"
"","UP","9952","1905","225.0","93.9","0.8","453"
"","Uttarakhand","1706","40","33.6","22.0","1.9","247"
"","HP","1340","0","24.9","19.9","0.2","111"
"","J&K","1974","100","39.6","30.8","3.1","411"
"","Chandigarh","213","0","3.8","3.2","0.6","56"
"WR","Chhattisgarh","2868","14","60.3","14.4","-2.6","383"
"","Gujarat","11284","23","238.7","42.0","-2.0","434"
"","MP","7978","24","164.1","82.8","-4.3","416"
"","Maharashtra","17522","476","362.5","111.4","2.9","515"
"","Goa","433","1","8.6","7.4","0.5","17"
"","DD","246","1","5.8","5.8","0.0","8"
"","DNH","642","2","15.0","14.7","0.3","81"
"","Essar steel","369","1","7.8","7.7","0.1","29"
"SR","Andhra Pradesh","11102","500","251.5","83.3","4.7","443"
"","Karnataka","8214","300","176.6","21.6","0.7","239"
"","Kerala","3235","150","57.8","24.7","2.2","196"
"","Tamil Nadu","11737","733","254.5","83.1","1.0","287"
"","Pondy","299","0","5.6","6.5","-0.9","14"
"ER","Bihar","1796","200","40.9","35.7","2.6","220"
"","DVC","2654","0","56.2","-20.8","-2.5","170"
"","Jharkhand","990","160","18.9","11.6","-0.1","195"
"","Odisha","3448","0","68.6","9.0","6.1","440"
"","West Bengal","6520","0","107.5","18.8","11.5","515"
"","Sikkim","96","0","1.7","1.3","0.4","20"
"NER","Arunachal Pradesh","113","2","1.6","1.4","0.2","41"
"","Assam","995","141","20.0","12.5","2.5","116"
"","Manipur","118","7","1.5","1.7","-0.2","33"
"","Meghalaya","305","18","5.4","3.6","0.3","65"
"","Mizoram","72","8","1.0","1.1","-0.3","32"
"","Nagaland","96","4","1.6","1.5","-0.1","24"
"","Tripura","192","1","2.6","1.5","-1.3","10"
