"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6031","0","130.6","69.9","2.0","235"
"","Haryana","5935","0","130.9","76.8","-1.1","402"
"","Rajasthan","7324","0","161.6","57.1","-3.3","6"
"","Delhi","4488","0","93.0","66.0","-5.2","77"
"","UP","10126","2150","228.7","90.1","-0.3","337"
"","Uttarakhand","1606","160","31.6","18.6","-1.2","154"
"","HP","1146","0","23.8","11.6","-1.0","52"
"","J&K","1464","100","31.0","17.4","0.0","242"
"","Chandigarh","273","0","5.3","4.7","0.6","92"
"WR","Chhattisgarh","3187","56","74.3","23.1","-1.2","268"
"","Gujarat","11657","36","268.1","56.7","-1.0","375"
"","MP","7209","0","147.1","75.2","-3.9","120"
"","Maharashtra","16787","409","374.1","98.5","12.6","603"
"","Goa","379","45","8.4","7.3","0.7","114"
"","DD","271","0","6.2","6.3","-0.1","35"
"","DNH","605","0","14.1","14.0","0.1","23"
"SR","Andhra Pradesh","10462","3800","241.0","76.0","2.5","374"
"","Karnataka","7908","500","167.7","22.4","0.6","259"
"","Kerala","2886","500","58.7","32.4","2.2","322"
"","Tamil Nadu","11733","1537","254.5","63.0","2.8","339"
"","Pondy","347","20","6.6","7.0","-0.4","97"
"ER","Bihar","1826","600","39.3","39.4","-0.1","150"
"","DVC","2673","0","57.1","-30.8","-2.2","200"
"","Jharkhand","932","18","21.2","12.7","1.5","90"
"","Odisha","3638","0","71.5","12.9","1.5","230"
"","West Bengal","7033","22","137.0","31.9","1.4","160"
"","Sikkim","114","0","1.6","1.3","0.3","8"
"NER","Arunachal Pradesh","99","3","1.1","1.1","-0.1","36"
"","Assam","962","181","16.4","11.4","-0.9","78"
"","Manipur","87","7","1.4","1.2","0.2","34"
"","Meghalaya","253","12","4.1","1.7","0.2","91"
"","Mizoram","53","2","1.0","0.9","0.0","16"
"","Nagaland","89","6","1.3","1.2","-0.2","18"
"","Tripura","152","17","2.6","1.0","-0.2","12"
