"INTER-REGIONAL EXCHANGESDate of Reporting :17-Jul-18","","","","","","","",""
"","","","","","","","","Import=(+ve) /Export =(-ve) for NET (MU)"
"Sl No","Voltage Level","Line Details","Circuit","Max Import   (MW)","Max Export (MW)","Import   (MU)","Export(MU)","NET(MU)"
"Import/Export of ER (With NR)","","","","","","","",""
"1","765kV","GAYA-VARANASI","D/C","0","475","0.0","9.0","-9.0"
"2","","SASARAM-FATEHPUR","S/C","194","47","1.7","0.0","1.7"
"3","","GAYA-BALIA","S/C","0","476","0.0","9.1","-9.1"
"4","HVDC","ALIPURDUAR-AGRA","-","0","687","0.0","17.1","-17.1"
"5","","PUSAULI  B/B","S/C","0","147","0.0","3.7","-3.7"
"6","400 kV","PUSAULI-VARANASI","S/C","0","134","0.0","0.0","0.0"
"7","","PUSAULI -ALLAHABAD","S/C","0","63","0.0","0.0","0.0"
"8","","MUZAFFARPUR-GORAKHPUR","D/C","0","915","0.0","13.7","-13.7"
"9","","PATNA-BALIA","Q/C","0","1060","0.0","17.8","-17.8"
"10","","BIHARSHARIFF-BALIA","D/C","0","465","0.0","7.1","-7.1"
"11","","MOTIHARI-GORAKHPUR","D/C","299","2","5.2","0.0","5.2"
"12","","BIHARSHARIFF-VARANASI","D/C","792","0","0.0","1.8","-1.8"
"13","220 kV PUSAULI-SAHUPURI","","S/C","0","200","0.0","4.1","-4.1"
"14","132 kV","SONE NAGAR-RIHAND","S/C","0","0","0.0","0.0","0.0"
"15","","GARWAH-RIHAND","S/C","35","0","0.4","0.0","0.4"
"16","","KARMANASA-SAHUPURI","S/C","0","0","0.0","0.0","0.0"
"17","","KARMANASA-CHANDAULI","S/C","0","0","0.0","0.0","0.0"
"ER-NR","","","","","","7.2","83.2","-76.0"
"Import/Export of ER (With  WR)","","","","","","","",""
"18","765 kV","JHARSUGUDA-DHARAMJAIGARH S/C","D/C","501","10","7.2","0.0","7.2"
"19","","NEW RANCHI-DHARAMJAIGARH","D/C","1086","0","19.1","0.0","19.1"
"20","400 kV","JHARSUGUDA-RAIGARH","Q/C","1099","0","20.4","0.0","20.4"
"21","","RANCHI-SIPAT","D/C","493","0","8.2","0.0","8.2"
"22","220 kV","BUDHIPADAR-RAIGARH","S/C","89","68","0.5","0.0","0.5"
"23","","BUDHIPADAR-KORBA","D/C","154","0","2.7","0.0","2.7"
"ER-WR","","","","","","58.0","0.0","58.0"
"Import/Export of ER (With  SR)","","","","","","","",""
"24","765 kV","ANGUL-SRIKAKULAM","D/C","0.0","1105.8","0.0","10.2","-10.2"
"25","HVDC LINK","JEYPORE-GAZUWAKA B/B","D/C","0.0","415.4","0.0","9.7","-9.7"
"26","","TALCHER-KOLAR BIPOLE","D/C","0.0","999.4","0.0","19.1","-19.1"
"27","400 kV","TALCHER-I/C","D/C","788.8","0.6","0.0","12.2","-12.2"
"28","220 kV","BALIMELA-UPPER-SILERRU","S/C","0.0","0.0","0.0","0.0","0.0"
"ER-SR","","","","","","0.0","39.0","-39.0"
"Import/Export  of ER (With NER)","","","","","","","",""
"29","400 kV","BINAGURI-BONGAIGAON","D/C","0","460","0.0","7.8","-8"
"30","","ALIPURDUAR-BONGAIGAON","D/C","206","173","0.0","0.3","0"
"31","220 kV","ALIPURDUAR-SALAKATI","D/C","0","109","0.0","1.8","-2"
"ER-NER","","","","","","0.0","9.9","-9.9"
"Import/Export of NER (With NR)","","","","","","","",""
"32-HVDCBISWANATH CHARIALI-AGRA0704","","","","","","0.0","16.4","-16.4"
"NER-NR","","","","","","0.0","16.4","-16.4"
"Import/Export of WR (With NR)","","","","","","","",""
"33","HVDC","CHAMPA-KURUKSHETRA","D/C","0","2506","0.0","46.7","-46.7"
"34","","V'CHAL B/B","D/C","240","103","1.9","0.8","1.1"
"35","","APL -MHG","D/C","0","1911","0.0","34.0","-34.0"
"36","765 kV","GWALIOR-AGRA","D/C","0","1296","0.0","51.5","-51.5"
"37","","PHAGI-GWALIOR","D/C","0","1536","0.0","30.1","-30.1"
"38","","JABALPUR-ORAI","D/C","0","675","0.0","31.1","-31.1"
"39","","GWALIOR-ORAI","S/C","754","0","11.4","0.0","11.4"
"40","","SATNA-ORAI","S/C","0","1990","0.0","39.2","-39.2"
