"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9472","0","216.1","132.6","0.4","113","0.0"
"","Haryana","8469","119","174.2","121.2","0.6","277","0.2"
"","Rajasthan","8604","0","190.2","87.9","1.8","282","1.6"
"","Delhi","5338","0","107.4","83.4","-0.7","240","0.0"
"","UP","17070","340","371.4","168.4","2.7","697","0.0"
"","Uttarakhand","1731","0","37.1","11.4","0.8","215","0.0"
"","HP","1233","0","25.5","-2.3","2.5","326","0.0"
"","J&K","1963","491","38.1","13.2","-1.0","232","9.1"
"","Chandigarh","260","0","5.4","6.1","-0.7","0","0.0"
"WR","Chhattisgarh","3876","0","92.9","40.3","1.7","210","0.0"
"","Gujarat","11880","0","264.9","64.0","-0.9","400","0.0"
"","MP","7608","0","164.6","102.2","0.8","421","0.0"
"","Maharashtra","19631","0","429.8","117.3","3.4","515","0.0"
"","Goa","455","0","8.9","8.9","0.0","45","0.0"
"","DD","323","0","7.3","6.2","1.1","36","0.0"
"","DNH","743","0","17.1","16.7","0.4","65","0.0"
"","Essar steel","332","0","6.6","5.8","0.8","354","0.0"
"SR","Andhra Pradesh","7197","0","158","36","2.0","555","0.0"
"","Telangana","8611","0","190","115","-1.7","465","0.0"
"","Karnataka","8528","0","186","68","0.7","717","0.0"
"","Kerala","3195","0","63","45","1.2","275","0.0"
"","Tamil Nadu","13564","0","298","97","1.3","433","0.0"
"","Pondy","341","0","7","7","-0.1","38","0.0"
"ER","Bihar","4067","0","79.3","73.8","2.2","210","0.0"
"","DVC","2682","0","60.4","-23.2","1.5","224","0.0"
"","Jharkhand","1155","0","22.1","15.3","0.3","100","0.0"
"","Odisha","3859","0","74.3","22.4","-4.9","150","0.0"
"","West Bengal","7921","0","149.7","48.2","2.7","330","0.0"
"","Sikkim","91","0","1.1","1.1","0.0","12","0.0"
"NER","Arunachal Pradesh","107","2","2.1","2.4","-0.4","6","0.0"
"","Assam","1620","128","31.9","24.2","2.8","185","1.1"
"","Manipur","137","4","2.1","2.1","0.0","30","0.0"
"","Meghalaya","260","0","5.6","-0.5","0.5","36","0.0"
"","Mizoram","70","2","1.3","1.2","0.0","11","0.0"
"","Nagaland","114","3","2.0","2.0","-0.2","15","0.0"
"","Tripura","218","2","4.5","3.8","0.3","86","0.0"
