"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10968","0","237.8","131.9","-0.9","171","0.0"
"","Haryana","9145","0","200.3","124.6","1.2","317","3.5"
"","Rajasthan","8167","0","184.9","80.1","-0.3","284","3.3"
"","Delhi","6020","2","121.9","95.8","1.1","236","0.1"
"","UP","16175","810","360.0","154.4","4.1","810","20.2"
"","Uttarakhand","1704","0","36.8","14.8","2.1","417","3.5"
"","HP","1279","0","23.2","-9.4","7.9","610","0.5"
"","J&K","2025","506","37.2","10.4","0.9","330","8.9"
"","Chandigarh","345","0","6.7","6.9","-0.2","15","0.0"
"WR","Chhattisgarh","2951","362","73.9","12.7","3.1","375","2.4"
"","Gujarat","10990","0","244.0","63.3","1.3","534","0.0"
"","MP","7268","0","152.6","96.2","-1.0","327","0.0"
"","Maharashtra","17029","0","370.4","110.3","0.8","433","0.0"
"","Goa","352","0","7.6","8.0","-0.9","24","0.0"
"","DD","303","0","6.9","6.1","0.8","76","0.0"
"","DNH","710","0","16.4","16.3","0.1","19","0.0"
"","Essar steel","532","0","10.6","10.5","0.1","226","0.0"
"SR","Andhra Pradesh","6076","0","133","25","3","549","0.0"
"","Telangana","6925","0","140","75","-3","468","0.0"
"","Karnataka","7498","0","159","50","7","629","0.0"
"","Kerala","3107","0","60","48","1","276","0.0"
"","Tamil Nadu","14101","0","301","115","0","576","0.0"
"","Pondy","330","0","7","7","0","61","0.0"
"ER","Bihar","3993","0","75.4","74.3","-3.0","325","0.0"
"","DVC","2825","0","65.2","-30.9","-0.3","345","0.0"
"","Jharkhand","1123","0","23.6","16.9","1.2","145","0.0"
"","Odisha","3922","0","80.6","40.8","0.7","365","0.0"
"","West Bengal","7891","0","154.5","63.1","2.6","435","0.0"
"","Sikkim","55","0","1.6","1.6","0.0","20","0.0"
"NER","Arunachal Pradesh","119","4","1.8","2.4","-0.6","39","0.1"
"","Assam","1530","118","27.1","20.7","2.5","256","2.5"
"","Manipur","125","7","1.9","1.8","0.2","37","0.1"
"","Meghalaya","256","0","4.2","-1.1","-0.4","124","0.0"
"","Mizoram","72","2","1.3","1.0","0.2","19","0.0"
"","Nagaland","106","4","1.9","1.8","0.0","5","0.0"
"","Tripura","228","2","3.9","3.5","-0.7","40","0.0"
