"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7480","0","162.4","80.4","0.5","153"
"","Haryana","7899","0","147.9","91.7","-1.0","243"
"","Rajasthan","8101","0","171.8","62.3","0.7","214"
"","Delhi","4737","0","101.0","85.5","0.5","210"
"","UP","15091","0","301.6","130.4","1.8","543"
"","Uttarakhand","1865","0","38.1","17.6","1.2","155"
"","HP","1262","0","25.4","10.9","1.6","251"
"","J&K","1798","449","34.2","21.8","-6.2","9"
"","Chandigarh","251","0","5.0","5.3","-0.2","24"
"WR","Chhattisgarh","3118","0","76.1","15.7","-2.5","38"
"","Gujarat","11513","0","246.9","65.0","-2.2","443"
"","MP","7309","0","153.4","66.4","-1.9","156"
"","Maharashtra","17356","0","357.2","96.8","1.4","531"
"","Goa","424","0","8.9","8.3","0.0","38"
"","DD","323","0","7.2","6.9","0.3","46"
"","DNH","767","0","17.6","17.8","-0.3","28"
"","Essar steel","601","0","11.3","11.8","-0.5","219"
"SR","Andhra Pradesh","6943","0","146.2","14.6","4.0","518"
"","Telangana","7188","0","152.1","72.8","-0.1","230"
"","Karnataka","9036","0","192.9","82.8","0.5","757"
"","Kerala","3543","0","67.3","51.0","2.3","286"
"","Tamil Nadu","14365","0","312.2","127.5","1.0","964"
"","Pondy","326","0","7.0","7.2","-0.2","41"
"ER","Bihar","3614","0","75.4","72.3","-0.9","0"
"","DVC","2973","0","62.4","-23.9","0.0","100"
"","Jharkhand","1237","0","20.4","16.3","0.6","150"
"","Odisha","3669","0","71.6","18.7","1.8","200"
"","West Bengal","8075","0","151.7","37.7","-0.2","0"
"","Sikkim","92","0","1.3","1.5","-0.2","0"
"NER","Arunachal Pradesh","121","1","2.1","2.2","-0.1","11"
"","Assam","1597","1","30.9","22.6","3.2","164"
"","Manipur","136","2","1.9","2.1","-0.1","16"
"","Meghalaya","275","20","5.0","0.7","0.8","67"
"","Mizoram","75","2","1.2","1.2","-0.1","17"
"","Nagaland","106","3","2.0","1.8","0.1","21"
"","Tripura","269","0","4.9","4.2","1.3","94"
