"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5269","0","97.6","42.8","1.5","310"
"","Haryana","6060","207","115.6","79.7","6.0","387"
"","Rajasthan","9964","156","207.8","67.1","4.8","379"
"","Delhi","3627","0","62.5","50.4","0.2","197"
"","UP","13152","0","273.8","95.3","1.1","308"
"","Uttarakhand","1896","0","34.3","21.0","-0.1","150"
"","HP","1433","0","28.8","20.1","0.5","117"
"","J&K","2339","585","48.0","37.6","4.0","346"
"","Chandigarh","217","0","3.6","3.6","0.1","28"
"WR","Chhattisgarh","3331","0","76.5","15.3","-1.4","143"
"","Gujarat","13333","0","281.1","73.0","-1.1","482"
"","MP","9902","0","204.9","122.5","-0.7","354"
"","Maharashtra","20768","0","438.6","157.3","1.2","979"
"","Goa","515","0","9.4","8.3","0.4","89"
"","DD","310","0","6.7","6.3","0.4","60"
"","DNH","738","0","16.9","17.0","0.0","18"
"","Essar steel","484","0","9.2","9.1","0.1","188"
"SR","Andhra Pradesh","7522","0","160.4","21.3","2.5","480"
"","Telangana","8492","0","170.4","76.9","0.3","299"
"","Karnataka","9468","0","212.8","79.4","2.4","370"
"","Kerala","3491","0","67.6","57.5","2.2","174"
"","Tamil Nadu","13307","0","276.9","144.0","2.4","613"
"","Pondy","313","0","6.5","6.7","-0.2","38"
"ER","Bihar","3497","100","61.4","59.7","-0.8","385"
"","DVC","2715","0","63.9","-40.1","-1.5","305"
"","Jharkhand","1138","0","23.4","15.5","1.4","185"
"","Odisha","4013","0","67.2","14.8","1.6","398"
"","West Bengal","6964","0","112.3","17.7","2.2","425"
"","Sikkim","87","0","1.9","1.7","0.2","25"
"NER","Arunachal Pradesh","105","4","2.1","1.8","0.3","46"
"","Assam","1367","2","22.9","16.4","2.1","146"
"","Manipur","149","4","2.0","2.3","-0.3","31"
"","Meghalaya","274","0","5.6","4.4","0.2","37"
"","Mizoram","85","1","1.4","1.2","0.2","24"
"","Nagaland","99","3","1.9","1.7","0.0","30"
"","Tripura","207","0","3.3","2.1","0.3","70"
