"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5068","0","100.2","35.3","-0.8","46","0.0"
"","Haryana","6279","0","115.0","73.3","0.5","148","0.0"
"","Rajasthan","12328","0","234.3","67.2","-0.3","387","0.0"
"","Delhi","4172","0","70.0","64.9","-0.5","244","0.0"
"","UP","11784","290","231.0","89.8","-0.3","602","0.0"
"","Uttarakhand","1878","0","33.6","21.7","-1.7","94","0.0"
"","HP","1385","0","26.2","21.4","-1.3","99","0.0"
"","J&K","2271","568","35.9","35.2","-3.0","354","9.0"
"","Chandigarh","228","0","3.7","3.8","-0.1","20","0.0"
"WR","Chhattisgarh","3786","0","83.0","29.6","0.1","651","0.3"
"","Gujarat","15167","0","320.1","80.5","2.2","653","0.0"
"","MP","12357","0","226.3","113.4","-1.1","670","0.0"
"","Maharashtra","19559","0","400.0","115.2","-0.2","519","0.0"
"","Goa","498","0","12.3","11.3","0.4","135","0.0"
"","DD","323","0","7.2","7.2","0.0","84","0.0"
"","DNH","783","0","18.3","18.1","0.2","119","0.0"
"","Essar steel","568","0","12.4","13.1","-0.7","331","0.0"
"SR","Andhra Pradesh","8300","0","172.9","71.1","1.3","440","0.0"
"","Telangana","9238","0","188.7","83.4","0.2","605","0.0"
"","Karnataka","11636","0","229.9","79.9","0.6","494","0.0"
"","Kerala","3672","0","74.8","57.3","0.7","215","0.0"
"","Tamil Nadu","14817","0","318.9","170.3","0.3","433","0.0"
"","Pondy","368","0","7.6","7.7","-0.1","34","0.0"
"ER","Bihar","3410","0","55.7","52.9","-1.3","460","0.0"
"","DVC","2957","0","61.0","-46.1","-0.2","396","0.0"
"","Jharkhand","999","0","20.8","16.1","-0.6","169","0.0"
"","Odisha","4127","0","74.9","25.2","1.0","267","0.0"
"","West Bengal","6630","0","131.0","22.0","0.2","309","0.0"
"","Sikkim","97","0","1.3","1.8","-0.4","18","0.0"
"NER","Arunachal Pradesh","117","2","2.3","2.2","0.1","37","0.0"
"","Assam","1431","38","23.6","18.8","0.4","102","0.3"
"","Manipur","182","3","2.5","2.7","-0.2","42","0.0"
"","Meghalaya","351","0","6.4","5.3","-0.1","38","0.0"
"","Mizoram","101","2","1.8","1.5","0.2","7","0.0"
"","Nagaland","119","4","2.2","1.9","0.2","32","0.0"
"","Tripura","239","1","3.7","0.7","0.1","48","0.0"
