"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5648","0","113.8","23.1","-0.6","69","0.0"
"","Haryana","6775","0","129.9","66.8","0.5","172","0.8"
"","Rajasthan","11970","100","238.3","58.8","0.5","568","0.0"
"","Delhi","4194","0","71.0","50.0","0.1","188","0.0"
"","UP","13767","0","292.5","116.0","0.2","320","2.3"
"","Uttarakhand","2140","0","40.7","24.4","1.1","131","0.0"
"","HP","1654","0","30.6","24.7","0.6","282","0.0"
"","J&K","2623","656","52.3","47.8","-0.2","369","11.9"
"","Chandigarh","215","0","3.8","3.9","-0.1","41","0.0"
"WR","Chhattisgarh","3768","0","84.2","26.3","1.8","490","0.3"
"","Gujarat","15237","0","324.8","83.8","2.6","788","0.0"
"","MP","13897","0","257.9","143.1","2.1","804","0.0"
"","Maharashtra","20697","0","414.9","99.8","1.2","774","0.0"
"","Goa","449","0","9.0","8.9","-0.4","91","0.0"
"","DD","289","0","6.7","6.6","0.1","23","0.0"
"","DNH","774","0","17.7","17.6","0.1","46","0.0"
"","Essar steel","500","0","10.2","10.5","-0.3","268","0.0"
"SR","Andhra Pradesh","8001","0","164.6","79.5","-0.1","464","0.0"
"","Telangana","9221","0","182.2","67.6","0.7","431","0.0"
"","Karnataka","11290","0","213.3","71.4","-0.1","495","0.0"
"","Kerala","3520","0","64.4","51.5","-0.1","136","0.0"
"","Tamil Nadu","14194","0","293.2","137.3","0.3","440","0.0"
"","Pondy","386","0","7.6","7.6","0.0","47","0.0"
"ER","Bihar","4328","0","78.6","72.4","1.0","460","0.0"
"","DVC","3209","0","65.1","-29.5","0.2","396","0.0"
"","Jharkhand","1137","0","24.8","18.7","0.7","169","0.0"
"","Odisha","3877","0","68.3","22.6","0.9","267","0.0"
"","West Bengal","6370","0","114.2","29.3","-1.1","309","0.0"
"","Sikkim","99","0","1.4","1.9","-0.5","18","0.0"
"NER","Arunachal Pradesh","115","2","2.1","2.0","0.1","42","0.0"
"","Assam","1395","15","22.5","17.3","1.3","183","0.6"
"","Manipur","175","2","2.9","3.0","0.0","36","0.0"
"","Meghalaya","363","0","6.6","5.1","0.0","68","0.0"
"","Mizoram","110","2","1.5","1.7","-0.4","13","0.1"
"","Nagaland","120","3","2.1","2.0","0.0","57","0.1"
"","Tripura","215","1","4.1","1.9","0.0","54","0.0"
