"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8988","0","194.7","119.2","-0.5","136","0.0"
"","Haryana","8168","0","172.9","125.1","1.3","227","0.0"
"","Rajasthan","9205","0","193.0","56.5","0.0","349","0.0"
"","Delhi","5258","0","112.2","83.5","-1.4","77","0.0"
"","UP","16806","790","343.0","161.9","3.0","890","0.0"
"","Uttarakhand","1835","0","39.1","10.5","0.1","142","0.0"
"","HP","1261","0","24.8","-0.1","0.1","69","0.5"
"","J&K","2113","528","43.3","15.1","2.2","240","10.3"
"","Chandigarh","264","0","5.5","5.9","-0.5","2","0.0"
"WR","Chhattisgarh","3509","0","78.4","19.2","-0.9","236","0.0"
"","Gujarat","11839","0","255.2","59.1","-1.1","842","0.0"
"","MP","7110","0","153.2","91.4","-0.7","638","0.0"
"","Maharashtra","16710","0","357.7","110.3","0.0","641","0.0"
"","Goa","427","0","8.8","8.7","-0.1","42","0.0"
"","DD","302","0","6.5","5.8","0.7","69","0.0"
"","DNH","733","0","16.4","15.8","0.6","67","0.0"
"","Essar steel","134","0","2.3","2.1","0.2","176","0.0"
"SR","Andhra Pradesh","6537","0","138","18","-0.7","580","0.0"
"","Telangana","7013","0","146","72","-1.6","489","0.0"
"","Karnataka","7173","0","148","44","1.2","441","0.0"
"","Kerala","3242","0","63","46","1.4","268","0.0"
"","Tamil Nadu","13718","0","285","98","2.3","560","0.0"
"","Pondy","308","0","7","8","-0.6","19","0.0"
"ER","Bihar","4192","0","79.8","75.2","-1.2","80","0.0"
"","DVC","2860","0","65.0","-21.2","1.2","200","0.0"
"","Jharkhand","1210","0","23.8","16.6","-0.2","90","0.0"
"","Odisha","4369","0","83.8","32.5","5.3","670","0.5"
"","West Bengal","7655","0","140.7","47.0","2.8","300","0.0"
"","Sikkim","86","0","1.0","1.2","-0.2","30","0.0"
"NER","Arunachal Pradesh","113","3","2.1","2.1","0.1","45","0.1"
"","Assam","1667","72","31.6","24.6","1.9","142","0.9"
"","Manipur","141","2","2.3","2.2","0.1","12","0.0"
"","Meghalaya","268","0","4.2","-1.3","-0.7","43","0.0"
"","Mizoram","71","1","1.2","1.2","-0.1","2","0.0"
"","Nagaland","96","5","1.9","1.7","0.0","21","0.1"
"","Tripura","249","4","4.3","3.2","0.5","33","0.0"
