"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5590","0","116.1","27.0","0.5","248","0.0"
"","Haryana","6143","0","125.2","69.3","1.7","184","4.3"
"","Rajasthan","9800","714","210.5","62.7","3.7","370","5.8"
"","Delhi","3498","1","63.4","49.9","-0.2","171","0.0"
"","UP","14878","510","300.3","109.3","-0.1","590","1.4"
"","Uttarakhand","1821","0","33.3","25.5","-0.1","116","0.1"
"","HP","1529","0","27.0","21.9","0.7","157","0.0"
"","J&K","2113","443","43.0","39.9","-1.1","343","9.2"
"","Chandigarh","188","0","3.2","3.2","0.0","29","0.0"
"WR","Chhattisgarh","3595","0","80.4","18.5","-0.8","137","0.0"
"","Gujarat","14632","0","324.5","123.4","6.4","759","0.0"
"","MP","9953","0","201.5","109.1","-0.2","441","0.0"
"","Maharashtra","21451","0","454.9","147.1","-1.8","277","0.0"
"","Goa","473","0","9.6","9.1","-0.2","44","0.0"
"","DD","341","0","7.7","7.0","0.7","80","0.0"
"","DNH","759","0","17.5","16.7","0.8","68","0.0"
"","Essar steel","517","0","10.1","9.5","0.6","210","0.0"
"SR","Andhra Pradesh","8909","0","178.6","47.5","1.4","553","0.4"
"","Telangana","10109","0","213.2","101.3","-0.7","353","0.4"
"","Karnataka","10024","0","221.6","84.3","-2.9","311","0.5"
"","Kerala","3721","0","74.6","46.3","1.8","312","0.2"
"","Tamil Nadu","14681","0","317.0","155.5","0.7","564","0.8"
"","Pondy","349","0","7.2","7.6","-0.4","49","0.0"
"ER","Bihar","4189","0","70.7","63.4","-0.3","402","0.0"
"","DVC","3024","0","68.3","-56.5","1.5","385","0.0"
"","Jharkhand","1176","0","23.5","15.8","1.1","135","0.0"
"","Odisha","4185","0","82.0","35.4","2.0","435","0.0"
"","West Bengal","7042","0","133.9","18.4","3.5","465","0.0"
"","Sikkim","100","0","1.6","1.5","0.1","20","0.0"
"NER","Arunachal Pradesh","120","1","2.3","1.9","0.4","59","0.0"
"","Assam","1364","34","23.1","18.9","1.2","146","0.4"
"","Manipur","173","0","2.4","2.6","-0.2","22","0.0"
"","Meghalaya","319","0","5.1","3.3","-0.2","57","0.0"
"","Mizoram","78","1","1.3","1.3","0.0","34","0.0"
"","Nagaland","128","0","2.0","1.9","0.0","40","0.0"
"","Tripura","225","0","3.7","2.4","0.3","26","0.0"
