"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5363","0","109.9","48.7","-0.7","121","0.0"
"","Haryana","6376","41","124.2","86.2","0.9","185","0.0"
"","Rajasthan","9829","0","202.8","59.1","-0.2","358","0.0"
"","Delhi","4085","0","83.6","56.0","13.5","724","0.0"
"","UP","13786","0","293.2","117.2","0.5","462","2.2"
"","Uttarakhand","1704","0","34.0","14.7","-0.5","109","0.0"
"","HP","1288","0","25.4","15.7","0.7","96","0.0"
"","J&K","1864","466","39.0","32.7","0.6","277","9.4"
"","Chandigarh","170","0","3.1","4.0","-0.9","0","0.0"
"WR","Chhattisgarh","3453","0","76.6","25.2","-0.6","85","0.0"
"","Gujarat","14518","0","310.1","87.7","-0.9","379","0.0"
"","MP","9620","0","224.0","161.4","1.8","847","0.0"
"","Maharashtra","19663","0","420.1","125.2","-3.4","411","0.0"
"","Goa","466","0","10.0","9.5","0.4","96","0.0"
"","DD","326","0","7.4","5.7","1.6","87","0.0"
"","DNH","757","0","17.0","15.8","1.2","77","0.0"
"","Essar steel","441","0","9.1","9.5","-0.3","186","0.0"
"SR","Andhra Pradesh","7676","0","161.5","58.8","-2.2","337","0.0"
"","Telangana","7250","0","159.7","50.4","-1.0","281","0.0"
"","Karnataka","7986","0","171.0","68.0","3.0","470","0.0"
"","Kerala","3332","0","64.9","44.5","1.1","190","0.0"
"","Tamil Nadu","13350","0","276.1","157.4","0.8","711","0.0"
"","Pondy","339","0","6.8","7.2","-0.4","15","0.0"
"ER","Bihar","3963","0","71.0","64.3","0.0","200","0.0"
"","DVC","3109","0","62.8","-20.8","1.5","220","0.4"
"","Jharkhand","1058","0","21.6","15.5","-0.2","55","0.0"
"","Odisha","4535","0","85.0","42.0","3.2","250","0.0"
"","West Bengal","7082","0","121.2","30.0","2.8","250","0.0"
"","Sikkim","101","0","1.2","1.4","-0.2","12","0.0"
"NER","Arunachal Pradesh","110","2","2.3","2.2","0.1","7","0.0"
"","Assam","1525","28","25.2","19.4","0.3","139","0.6"
"","Manipur","162","3","2.1","2.4","-0.3","19","0.0"
"","Meghalaya","308","0","5.8","0.3","0.4","59","0.0"
"","Mizoram","84","1","1.4","1.1","0.3","15","0.0"
"","Nagaland","116","1","1.6","1.4","-0.3","19","0.0"
"","Tripura","212","1","2.9","2.9","-0.3","75","0.0"
