"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6113","0","131.5","46.5","-1.8","55","0.0"
"","Haryana","6332","0","129.4","72.4","0.5","221","0.7"
"","Rajasthan","10190","0","222.9","59.6","-1.6","232","0.0"
"","Delhi","3706","0","71.8","68.3","0.5","184","0.1"
"","UP","15563","0","317.9","130.9","0.7","388","1.3"
"","Uttarakhand","1748","0","36.9","12.6","-0.2","277","0.0"
"","HP","1400","0","25.6","14.2","-1.3","47","0.0"
"","J&K","2239","560","36.0","34.4","-2.4","109","10.7"
"","Chandigarh","181","0","3.4","3.7","-0.3","5","0.0"
"WR","Chhattisgarh","4365","0","97.6","46.4","2.1","428","1.7"
"","Gujarat","16263","0","366.5","102.6","3.6","652","0.0"
"","MP","9943","0","205.8","81.3","-2.1","728","0.0"
"","Maharashtra","21687","0","483.3","148.4","-0.1","515","0.0"
"","Goa","502","0","12.4","10.8","1.1","65","0.0"
"","DD","320","0","7.2","6.9","0.3","89","0.0"
"","DNH","780","0","18.3","18.3","0.0","52","0.0"
"","Essar steel","587","0","12.7","12.5","0.2","278","0.0"
"SR","Andhra Pradesh","8966","0","199.6","65.0","-0.1","334","0.0"
"","Telangana","10244","0","227.8","95.4","0.5","440","0.0"
"","Karnataka","12881","0","255.8","81.3","0.8","826","0.0"
"","Kerala","4225","0","86.5","61.7","1.4","211","0.0"
"","Tamil Nadu","15924","0","351.1","194.8","0.3","510","0.0"
"","Pondy","400","0","8.4","8.6","-0.1","31","0.0"
"ER","Bihar","4583","0","81.5","78.5","-0.3","460","0.0"
"","DVC","3288","0","69.3","-53.5","0.5","396","0.0"
"","Jharkhand","1150","0","23.8","21.9","-0.7","169","0.0"
"","Odisha","4511","0","90.8","35.3","1.2","267","0.0"
"","West Bengal","8379","0","172.7","49.4","-0.3","309","0.0"
"","Sikkim","100","0","1.3","1.5","-0.2","18","0.0"
"NER","Arunachal Pradesh","130","2","2.3","2.3","0.0","20","0.0"
"","Assam","1523","23","25.8","21.4","1.0","102","0.5"
"","Manipur","173","1","2.4","2.4","0.0","45","0.0"
"","Meghalaya","353","19","6.0","4.9","0.2","16","0.4"
"","Mizoram","92","1","1.6","1.4","0.1","11","0.0"
"","Nagaland","126","2","2.1","1.9","0.2","28","0.1"
"","Tripura","263","0","4.1","3.1","-0.2","49","0.0"
