"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4573","0","84.1","31.4","1.4","217"
"","Haryana","5853","0","105.2","34.3","-11.0","1169"
"","Rajasthan","7771","0","170.2","61.0","-2.0","684"
"","Delhi","3666","7","67.8","46.6","-1.1","468"
"","UP","9757","2180","205.9","84.9","-3.6","278"
"","Uttarakhand","1755","40","35.1","23.4","4.3","324"
"","HP","1300","0","25.1","20.8","0.0","91"
"","J&K","1915","100","41.0","33.0","2.3","274"
"","Chandigarh","218","0","3.9","3.1","0.8","69"
"WR","Chhattisgarh","2961","137","66.3","18.3","2.5","408"
"","Gujarat","10410","0","224.6","36.2","-0.3","750"
"","MP","7743","9","146.7","83.7","-6.4","239"
"","Maharashtra","17108","484","371.4","117.2","7.2","641"
"","Goa","390","1","7.8","7.5","-0.4","9"
"","DD","246","0","5.9","5.9","0.1","1"
"","DNH","616","1","14.7","14.2","0.5","68"
"","Essar steel","322","0","5.2","5.6","-0.4","75"
"SR","Andhra Pradesh","11936","500","268.2","92.1","6.1","767"
"","Karnataka","8740","400","180.4","19.9","-0.1","969"
"","Kerala","3259","150","59.9","25.5","2.4","349"
"","Tamil Nadu","11377","658","245.8","87.2","-0.3","288"
"","Pondy","300","0","5.6","6.4","-0.8","10"
"ER","Bihar","2111","0","42.5","39.2","0.7","190"
"","DVC","2680","0","57.7","-12.6","-2.0","120"
"","Jharkhand","1082","0","21.4","11.4","-1.8","70"
"","Odisha","3522","0","65.7","12.9","4.6","240"
"","West Bengal","6243","0","107.9","20.7","6.5","420"
"","Sikkim","92","0","1.5","1.2","0.3","14"
"NER","Arunachal Pradesh","110","5","1.5","1.1","0.4","49"
"","Assam","972","159","17.8","10.8","2.4","206"
"","Manipur","103","13","1.5","1.4","0.1","24"
"","Meghalaya","288","2","4.8","3.4","0.0","49"
"","Mizoram","77","8","1.2","0.9","0.1","31"
"","Nagaland","88","14","1.5","1.4","-0.1","20"
"","Tripura","194","1","3.0","-0.7","1.2","14"
