"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5810","0","122.6","32.2","-0.3","56","0.0"
"","Haryana","6222","190","120.1","43.7","2.2","243","0.9"
"","Rajasthan","9168","0","180.0","49.8","1.3","212","0.0"
"","Delhi","3572","0","70.5","59.7","0.5","168","0.0"
"","UP","14470","415","296.9","110.7","0.9","556","0.0"
"","Uttarakhand","1847","0","34.6","27.4","-0.2","185","0.1"
"","HP","1398","0","25.4","18.6","1.1","142","0.0"
"","J&K","1984","496","41.6","38.3","-2.0","145","12.9"
"","Chandigarh","174","0","3.3","3.0","0.3","34","0.0"
"WR","Chhattisgarh","3801","0","88.3","15.6","-1.1","40","0.0"
"","Gujarat","15397","0","334.9","172.0","4.6","703","0.0"
"","MP","8462","0","175.3","72.0","0.7","387","0.0"
"","Maharashtra","22325","0","476.3","131.4","2.5","750","0.0"
"","Goa","475","0","10.2","9.4","0.2","44","0.0"
"","DD","326","0","7.1","6.6","0.5","82","0.0"
"","DNH","765","0","17.7","16.6","1.1","83","0.0"
"","Essar steel","519","0","11.0","10.6","0.4","202","0.0"
"SR","Andhra Pradesh","8817","0","183.4","47.1","-0.5","381","0.0"
"","Telangana","9893","0","221.7","112.1","-0.3","379","0.0"
"","Karnataka","10682","0","234.6","84.0","0.0","404","0.0"
"","Kerala","3846","0","77.6","53.6","1.7","202","0.0"
"","Tamil Nadu","14910","0","326.9","155.8","1.7","508","0.0"
"","Pondy","350","0","7.5","7.8","-0.4","30","0.0"
"ER","Bihar","4318","0","80.7","72.5","-0.3","85","0.0"
"","DVC","2958","0","68.2","-62.7","0.2","130","0.0"
"","Jharkhand","1134","0","24.0","14.6","0.9","170","0.0"
"","Odisha","4281","0","83.6","28.7","1.7","255","0.0"
"","West Bengal","8331","0","159.1","39.3","1.2","190","0.0"
"","Sikkim","89","0","1.1","1.2","-0.1","13","0.0"
"NER","Arunachal Pradesh","108","2","2.3","2.0","0.3","43","0.0"
"","Assam","1365","36","21.6","19.0","0.3","128","0.4"
"","Manipur","165","11","2.4","2.5","-0.1","19","0.0"
"","Meghalaya","285","2","5.0","3.8","0.0","49","0.0"
"","Mizoram","82","1","1.4","1.3","0.0","19","0.0"
"","Nagaland","142","16","2.0","1.9","0.1","39","0.0"
"","Tripura","225","5","3.3","4.1","-0.2","75","0.1"
