"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5338","0","116.3","73.5","0.5","170"
"","Haryana","5482","0","107.5","63.9","1.3","533"
"","Rajasthan","6831","0","153.9","59.1","-3.5","0"
"","Delhi","3918","0","83.5","55.3","-4.0","125"
"","UP","10624","1920","233.9","92.5","-5.5","273"
"","Uttarakhand","1655","0","32.3","17.6","0.5","171"
"","HP","1107","0","23.3","12.0","0.1","90"
"","J&K","1501","100","28.4","18.8","-1.2","72"
"","Chandigarh","225","0","4.5","4.6","-0.1","23"
"WR","Chhattisgarh","3138","56","75.0","22.6","2.2","267"
"","Gujarat","11902","40","270.0","53.6","-5.7","470"
"","MP","7058","0","138.2","73.4","-0.6","369"
"","Maharashtra","16563","334","362.0","133.9","-4.0","490"
"","Goa","462","40","8.3","7.4","0.4","92"
"","DD","252","0","5.6","5.8","-0.2","20"
"","DNH","586","0","13.4","13.6","-0.2","55"
"SR","Andhra Pradesh","10138","2500","236.3","72.3","3.0","318"
"","Karnataka","7484","600","160.2","22.2","0.9","173"
"","Kerala","2987","500","58.8","36.2","2.3","276"
"","Tamil Nadu","10899","2331","225.8","65.6","2.4","453"
"","Pondy","307","0","6.4","7.2","-0.8","26"
"ER","Bihar","1859","100","39.0","40.6","-1.6","200"
"","DVC","2744","0","57.2","-12.2","-3.6","330"
"","Jharkhand","1066","0","21.7","12.2","-1.5","50"
"","Odisha","3541","100","70.2","12.0","1.8","270"
"","West Bengal","6824","14","138.6","33.2","5.5","400"
"","Sikkim","117","0","1.1","1.7","-0.5","0"
"NER","Arunachal Pradesh","73","17","1.1","1.0","0.1","70"
"","Assam","1011","132","15.0","12.5","-2.8","57"
"","Manipur","65","25","1.1","1.1","0.0","36"
"","Meghalaya","220","1","2.4","1.5","0.3","88"
"","Mizoram","61","4","0.9","0.9","0.1","14"
"","Nagaland","73","12","1.3","1.3","-0.3","18"
"","Tripura","179","37","3.0","0.9","0.0","19"
