"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4132","0","81.5","44.7","-2.6","192"
"","Haryana","5342","0","94.6","78.8","-6.3","118"
"","Rajasthan","9618","0","197.0","72.3","0.9","212"
"","Delhi","2925","0","52.5","36.4","1.6","263"
"","UP","11803","0","247.7","84.3","-1.3","384"
"","Uttarakhand","1596","0","29.6","16.4","-0.8","155"
"","HP","1234","0","22.6","17.0","-0.2","99"
"","J&K","1744","436","36.3","35.8","-5.0","0"
"","Chandigarh","163","0","2.9","3.0","-0.1","28"
"WR","Chhattisgarh","2795","0","60.4","3.0","-2.6","131"
"","Gujarat","12178","0","262.6","79.0","-0.9","577"
"","MP","10576","0","214.3","143.9","-3.5","466"
"","Maharashtra","18901","0","388.0","107.9","-0.5","523"
"","Goa","389","0","7.9","7.4","0.0","15"
"","DD","260","0","6.0","6.0","-0.1","2"
"","DNH","684","0","15.7","16.2","-0.5","26"
"","Essar steel","384","0","7.2","7.2","0.0","150"
"SR","Andhra Pradesh","6702","0","150.9","30.4","3.4","382"
"","Telangana","6375","0","127.9","64.6","-0.2","287"
"","Karnataka","8855","0","190.0","72.0","1.3","511"
"","Kerala","3167","0","60.7","53.4","2.6","218"
"","Tamil Nadu","12201","0","273.5","147.6","1.4","499"
"","Pondy","277","0","5.9","6.5","-0.6","53"
"ER","Bihar","3388","150","61.2","58.8","0.3","345"
"","DVC","2482","0","54.8","-34.1","-1.2","305"
"","Jharkhand","1174","0","22.8","14.5","0.9","120"
"","Odisha","3662","0","64.6","20.6","-0.6","305"
"","West Bengal","6266","0","96.4","17.2","1.0","245"
"","Sikkim","64","0","1.1","1.6","-0.5","20"
"NER","Arunachal Pradesh","118","2","1.8","2.1","-0.3","7"
"","Assam","1303","0","22.4","16.3","1.9","101"
"","Manipur","129","1","2.2","2.3","-0.1","10"
"","Meghalaya","249","0","4.4","3.7","-0.4","8"
"","Mizoram","69","1","1.3","1.3","0.0","14"
"","Nagaland","98","2","1.5","1.8","-0.4","5"
"","Tripura","205","0","3.1","2.5","-0.1","98"
