"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6296","0","143.4","58.7","-0.8","101","0.0"
"","Haryana","6685","0","140.3","99.1","2.0","316","0.5"
"","Rajasthan","10650","0","217.4","45.4","0.8","380","0.0"
"","Delhi","3837","0","75.1","55.0","-1.2","140","0.0"
"","UP","15921","0","294.9","114.9","-1.5","252","0.0"
"","Uttarakhand","1779","0","35.0","11.8","0.2","170","0.0"
"","HP","1431","0","26.6","11.3","0.4","144","0.0"
"","J&K","1881","470","38.8","37.7","-6.6","44","9.2"
"","Chandigarh","185","0","3.4","3.5","-0.1","21","0.0"
"WR","Chhattisgarh","4447","0","101.1","27.4","-1.0","333","0.1"
"","Gujarat","17415","0","383.8","139.5","9.6","958","0.0"
"","MP","11224","0","245.2","132.7","-1.1","579","0.0"
"","Maharashtra","24650","836","515.2","202.9","0.3","617","8.2"
"","Goa","470","0","11.1","10.1","0.6","86","0.0"
"","DD","323","0","7.2","6.3","0.8","88","0.0"
"","DNH","754","0","17.4","16.5","1.0","93","0.0"
"","Essar steel","396","0","7.3","8.1","-0.8","211","0.0"
"SR","Andhra Pradesh","9245","0","194.3","82.4","2.9","498","0.0"
"","Telangana","10487","0","219.5","95.7","3.8","495","0.0"
"","Karnataka","10292","0","203.5","45.7","0.7","475","0.0"
"","Kerala","3528","0","69.5","41.9","0.6","200","0.0"
"","Tamil Nadu","13670","0","294.1","133.7","1.8","444","0.0"
"","Pondy","362","0","7.3","7.4","-0.1","46","0.0"
"ER","Bihar","4669","0","81.4","80.2","-0.7","400","0.0"
"","DVC","2818","0","58.7","-26.6","2.8","250","0.0"
"","Jharkhand","1000","0","24.5","13.6","-0.4","0","0.0"
"","Odisha","4867","-250","107.0","38.6","4.1","300","0.0"
"","West Bengal","7517","0","142.5","17.7","-2.5","10","0.0"
"","Sikkim","93","0","1.1","1.1","0.0","15","0.0"
"NER","Arunachal Pradesh","108","3","2.3","2.1","0.2","34","0.0"
"","Assam","1557","42","25.3","19.0","1.0","263","0.0"
"","Manipur","164","3","2.4","2.3","0.1","24","0.0"
"","Meghalaya","282","0","5.3","0.5","0.1","18","0.0"
"","Mizoram","87","1","1.7","0.8","0.5","9","0.0"
"","Nagaland","115","2","2.3","1.6","0.2","6","0.0"
"","Tripura","254","0","4.5","3.3","-0.2","82","0.0"
