"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6373","0","142.5","63.0","-0.5","84","0.0"
"","Haryana","7100","13","144.1","68.1","3.9","377","0.3"
"","Rajasthan","9691","0","209.6","72.2","3.0","367","0.0"
"","Delhi","4862","0","105.5","78.5","-0.3","151","0.0"
"","UP","16697","0","357.7","111.3","2.9","521","0.0"
"","Uttarakhand","1831","0","39.0","21.8","-0.6","63","0.0"
"","HP","1349","0","25.6","12.6","0.8","228","0.0"
"","J&K","1943","486","41.5","27.7","1.8","397","9.8"
"","Chandigarh","228","0","4.6","4.9","-0.2","13","0.0"
"WR","Chhattisgarh","3744","0","87.0","18.3","-0.1","221","0.0"
"","Gujarat","15650","0","351.4","180.5","4.3","423","0.0"
"","MP","8360","0","188.5","81.2","-2.6","282","0.0"
"","Maharashtra","22762","0","502.7","142.2","10.2","273","0.0"
"","Goa","500","0","10.8","10.6","-0.5","49","0.0"
"","DD","327","0","7.4","6.9","0.5","58","0.0"
"","DNH","765","0","17.7","17.0","0.7","63","0.0"
"","Essar steel","121","0","1.9","1.2","0.7","-53","0.0"
"SR","Andhra Pradesh","8836","0","184.4","57.7","0.6","435","0.0"
"","Telangana","7509","0","161.3","66.7","-1.7","230","0.0"
"","Karnataka","9958","0","223.1","76.3","-0.6","297","0.0"
"","Kerala","3739","0","78.1","50.7","1.6","214","0.0"
"","Tamil Nadu","15398","0","350.3","179.2","2.1","491","0.0"
"","Pondy","384","0","8.4","8.4","0.0","53","0.1"
"ER","Bihar","4281","0","80.3","77.4","-1.0","350","0.0"
"","DVC","3099","0","70.1","-57.5","0.7","250","0.0"
"","Jharkhand","1039","0","22.2","16.7","-0.6","100","0.0"
"","Odisha","3739","0","76.7","28.6","-1.3","200","0.0"
"","West Bengal","7558","0","147.3","32.4","0.7","380","0.0"
"","Sikkim","96","0","1.5","1.4","0.1","20","0.0"
"NER","Arunachal Pradesh","108","3","2.1","1.8","0.3","26","0.0"
"","Assam","1401","134","24.1","19.5","1.5","106","1.3"
"","Manipur","174","2","2.0","2.3","-0.3","27","0.0"
"","Meghalaya","286","5","5.0","2.9","-0.2","36","0.0"
"","Mizoram","85","4","1.6","1.3","-0.1","1","0.0"
"","Nagaland","118","3","2.1","2.0","0.0","27","0.0"
"","Tripura","235","8","4.3","3.4","0.7","74","0.0"
