"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6970","0","151.5","53.8","0.4","166","0.0"
"","Haryana","7141","25","151.1","85.8","2.1","222","0.0"
"","Rajasthan","10182","0","204.5","82.2","1.0","369","0.4"
"","Delhi","4510","0","96.2","71.1","-1.5","120","0.0"
"","UP","15028","2085","338.9","158.8","1.9","536","25.3"
"","Uttarakhand","1859","0","36.1","12.9","0.4","92","0.0"
"","HP","1336","0","25.3","12.1","1.0","119","0.1"
"","J&K","2190","547","43.8","30.2","3.0","454","10.3"
"","Chandigarh","222","0","4.6","4.9","-0.3","16","0.0"
"WR","Chhattisgarh","3715","0","82.2","18.7","-1.8","174","0.0"
"","Gujarat","15304","0","344.0","118.2","2.0","797","0.0"
"","MP","9121","0","196.2","125.9","3.6","716","0.0"
"","Maharashtra","18204","0","389.1","133.5","-5.3","281","0.0"
"","Goa","454","0","9.9","9.9","0.1","77","0.0"
"","DD","337","0","7.7","6.5","1.1","93","0.0"
"","DNH","754","0","17.1","16.1","1.0","153","0.0"
"","Essar steel","328","0","5.9","6.0","-0.1","341","0.0"
"SR","Andhra Pradesh","6785","0","142.6","31.2","-1.9","659","0.0"
"","Telangana","6883","0","148.4","33.6","-5.6","340","0.0"
"","Karnataka","7157","0","138.4","41.6","1.4","519","0.0"
"","Kerala","3365","0","66.9","48.5","0.9","212","0.0"
"","Tamil Nadu","13129","0","281.3","149.4","0.5","813","0.0"
"","Pondy","345","0","7.3","7.5","-0.2","26","0.0"
"ER","Bihar","4454","0","81.5","73.8","0.3","200","0.0"
"","DVC","2829","0","66.0","-14.2","2.3","225","1.1"
"","Jharkhand","1071","0","23.5","15.8","1.2","85","0.3"
"","Odisha","4415","0","86.8","37.1","1.7","300","0.9"
"","West Bengal","8299","0","149.7","51.9","2.3","350","0.7"
"","Sikkim","91","0","1.2","1.1","0.1","12","0.0"
"NER","Arunachal Pradesh","111","1","2.4","2.3","0.1","7","0.0"
"","Assam","1682","134","32.7","24.5","2.7","141","1.0"
"","Manipur","154","1","2.2","2.4","-0.2","20","0.0"
"","Meghalaya","242","0","4.5","0.6","0.0","126","0.0"
"","Mizoram","82","0","1.3","1.2","0.1","15","0.0"
"","Nagaland","108","1","2.5","1.7","0.4","23","0.0"
"","Tripura","274","0","4.9","3.6","0.8","90","0.0"
