"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7130","0","151.9","92.9","2.0","203"
"","Haryana","5892","134","133.9","83.7","3.4","418"
"","Rajasthan","7724","0","169.0","62.6","-3.8","78"
"","Delhi","4822","0","104.7","74.2","-1.3","330"
"","UP","11818","1200","251.2","116.3","-4.6","246"
"","Uttarakhand","1720","0","34.9","19.5","-0.3","149"
"","HP","1202","0","25.7","4.3","0.7","108"
"","J&K","1497","100","31.9","19.0","-0.4","119"
"","Chandigarh","297","0","5.8","5.4","0.4","44"
"WR","Chhattisgarh","2744","18","64.7","18.8","-2.9","109"
"","Gujarat","12032","79","265.8","48.9","3.2","445"
"","MP","6575","25","140.2","77.3","0.3","280"
"","Maharashtra","16411","119","367.2","110.5","3.8","550"
"","Goa","358","1","7.6","6.6","0.6","40"
"","DD","251","1","6.0","6.0","0.1","30"
"","DNH","591","2","13.8","14.2","-0.4","60"
"SR","Andhra Pradesh","10069","1700","224.5","73.6","3.7","439"
"","Karnataka","6628","500","139.9","25.8","0.1","367"
"","Kerala","2486","450","51.4","42.0","1.8","227"
"","Tamil Nadu","10466","573","230.8","58.3","2.2","456"
"","Pondy","314","0","6.6","7.1","-0.5","20"
"ER","Bihar","1230","800","19.8","32.0","-12.1","0"
"","DVC","2327","0","44.8","-27.6","1.6","50"
"","Jharkhand","1119","0","15.7","11.6","-3.0","0"
"","Odisha","3404","0","68.2","8.7","9.3","550"
"","West Bengal","5423","0","104.0","31.7","5.2","680"
"","Sikkim","83","0","1.2","1.2","0.0","10"
"NER","Arunachal Pradesh","94","4","1.4","2.6","-1.2","2"
"","Assam","1102","146","21.2","15.7","0.2","180"
"","Manipur","111","1","1.6","2.3","-0.6","9"
"","Meghalaya","182","6","3.7","2.2","-1.6","43"
"","Mizoram","48","4","1.0","1.4","-0.4","2"
"","Nagaland","87","8","1.1","1.7","-0.9","14"
"","Tripura","198","2","2.9","2.0","-0.7","41"
