"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7311","0","161.7","100.4","-0.2","202","0.0"
"","Haryana","7154","0","148.9","107.8","-2.3","134","0.0"
"","Rajasthan","9618","0","204.3","71.0","-0.1","334","1.0"
"","Delhi","5668","0","113.7","94.4","-0.3","202","0.0"
"","UP","17819","700","362.9","147.3","2.0","415","0.0"
"","Uttarakhand","1902","0","41.1","18.7","-0.3","156","0.0"
"","HP","1253","0","25.5","4.2","2.6","284","0.1"
"","J&K","2067","517","38.7","14.3","1.5","319","8.9"
"","Chandigarh","315","0","6.0","6.4","-0.4","23","0.0"
"WR","Chhattisgarh","3540","0","75.7","14.5","-0.5","213","0.0"
"","Gujarat","15426","0","342.5","99.6","4.2","627","0.0"
"","MP","8119","0","182.5","96.0","0.1","436","0.0"
"","Maharashtra","21913","0","477.8","147.6","-5.2","1014","0.0"
"","Goa","493","0","10.4","9.2","0.9","107","0.0"
"","DD","320","0","7.2","6.8","0.4","72","0.0"
"","DNH","768","0","17.4","17.7","-0.3","12","0.0"
"","Essar steel","441","0","9.0","8.9","0.0","184","0.0"
"SR","Andhra Pradesh","7087","0","161.9","45.1","6.5","574","0.0"
"","Telangana","6578","0","139.6","59.4","-3.4","258","0.0"
"","Karnataka","8430","0","182.0","68.6","3.4","460","0.0"
"","Kerala","3782","0","68.1","53.8","1.2","348","0.0"
"","Tamil Nadu","14273","0","311.6","155.3","2.7","721","0.0"
"","Pondy","336","0","7.1","7.3","-0.2","34","0.0"
"ER","Bihar","3940","0","74.4","69.3","3.3","450","0.0"
"","DVC","2834","0","62.7","-40.3","-1.3","500","0.0"
"","Jharkhand","1129","0","23.2","16.1","1.0","170","0.0"
"","Odisha","3861","0","83.6","22.1","0.7","400","0.0"
"","West Bengal","7451","0","141.5","32.8","1.0","200","0.0"
"","Sikkim","74","0","1.1","0.9","0.2","25","0.0"
"NER","Arunachal Pradesh","90","2","2.4","1.6","0.8","8","0.0"
"","Assam","1535","19","23.5","17.3","2.4","168","0.6"
"","Manipur","149","2","2.7","2.1","0.6","5","0.0"
"","Meghalaya","298","0","4.0","2.9","0.0","31","0.0"
"","Mizoram","75","1","1.4","1.2","0.1","9","0.0"
"","Nagaland","97","2","1.6","1.8","-0.4","5","0.0"
"","Tripura","246","3","4.1","3.0","0.4","7","0.0"
