"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5814","0","117.4","46.7","0.0","143","0.0"
"","Haryana","6733","0","123.8","61.1","1.4","303","0.8"
"","Rajasthan","8892","0","192.2","63.0","2.2","449","0.7"
"","Delhi","4147","0","85.8","69.2","-1.4","87","0.0"
"","UP","15769","0","324.2","101.5","4.5","840","0.0"
"","Uttarakhand","1851","0","36.9","21.4","0.4","173","0.0"
"","HP","1334","0","24.5","15.6","-0.1","208","0.0"
"","J&K","2077","519","42.6","30.8","-0.6","193","10.0"
"","Chandigarh","201","0","4.0","4.2","-0.2","25","0.0"
"WR","Chhattisgarh","3841","0","88.5","23.4","-1.5","255","0.2"
"","Gujarat","15607","0","345.1","173.7","3.5","856","0.0"
"","MP","8786","0","188.5","94.0","-1.1","381","0.0"
"","Maharashtra","23717","0","512.2","136.7","2.9","440","0.0"
"","Goa","533","0","12.0","11.0","0.3","119","0.0"
"","DD","324","0","7.2","5.6","1.6","123","0.0"
"","DNH","754","0","17.5","16.5","1.0","105","0.0"
"","Essar steel","142","0","2.3","2.3","0.0","148","0.0"
"SR","Andhra Pradesh","8770","0","176.7","66.3","2.6","453","0.0"
"","Telangana","7988","0","171.7","62.3","-1.8","243","0.0"
"","Karnataka","9786","0","204.9","67.8","-1.7","343","0.0"
"","Kerala","3652","0","77.2","53.3","1.0","184","0.0"
"","Tamil Nadu","15168","0","340.0","170.7","2.5","835","0.0"
"","Pondy","362","0","7.8","8.0","-0.3","43","0.1"
"ER","Bihar","4611","0","87.0","85.5","-1.3","200","0.0"
"","DVC","3034","0","71.2","-63.4","-1.3","220","0.0"
"","Jharkhand","1194","0","23.8","17.6","0.0","85","0.0"
"","Odisha","4423","0","93.0","37.9","1.0","220","0.0"
"","West Bengal","7961","0","164.9","50.9","1.1","220","0.0"
"","Sikkim","90","0","1.4","1.5","-0.2","15","0.0"
"NER","Arunachal Pradesh","120","3","2.1","2.0","0.1","45","0.0"
"","Assam","1387","105","21.9","18.8","0.6","75","1.1"
"","Manipur","165","4","2.4","2.4","0.0","33","0.0"
"","Meghalaya","266","0","4.8","3.1","-0.2","44","0.0"
"","Mizoram","82","2","1.4","1.4","-0.1","32","0.0"
"","Nagaland","134","3","1.9","1.9","-0.1","25","0.0"
"","Tripura","215","10","3.4","3.2","0.1","53","0.1"
