"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5434","0","121.3","29.2","-0.3","248","0.0"
"","Haryana","6399","588","123.8","64.9","1.6","184","0.3"
"","Rajasthan","9979","1073","203.7","58.8","3.4","370","3.6"
"","Delhi","3441","0","59.6","47.3","-1.1","171","0.0"
"","UP","14911","0","307.7","112.0","0.2","590","0.0"
"","Uttarakhand","1867","0","33.2","24.9","0.4","116","0.0"
"","HP","1420","0","25.8","19.9","0.9","157","0.0"
"","J&K","1984","548","42.7","39.0","-0.5","343","9.2"
"","Chandigarh","179","0","3.0","3.0","0.0","29","0.0"
"WR","Chhattisgarh","3461","0","79.3","19.1","-1.4","80","0.0"
"","Gujarat","14251","0","306.3","128.7","5.3","587","0.0"
"","MP","9890","0","201.0","110.1","-0.5","455","0.0"
"","Maharashtra","21790","0","454.8","151.1","-0.7","403","0.0"
"","Goa","471","0","9.9","9.1","0.2","42","0.0"
"","DD","325","0","7.3","6.7","0.6","96","0.0"
"","DNH","739","0","17.3","16.6","0.7","58","0.0"
"","Essar steel","478","0","9.9","10.4","-0.5","168","0.0"
"SR","Andhra Pradesh","8814","0","179.3","52.3","-0.3","543","0.0"
"","Telangana","9780","0","210.9","98.1","0.3","357","0.0"
"","Karnataka","10257","0","225.9","81.8","-0.5","411","0.0"
"","Kerala","3714","0","75.1","46.5","1.6","277","0.0"
"","Tamil Nadu","14534","0","315.7","153.0","3.0","717","0.0"
"","Pondy","340","0","7.2","7.7","-0.5","25","0.0"
"ER","Bihar","4078","0","71.8","64.6","-0.9","205","0.0"
"","DVC","2975","0","67.3","-42.1","-0.7","320","0.0"
"","Jharkhand","1144","0","24.2","14.9","0.3","75","0.0"
"","Odisha","4028","0","78.2","38.6","1.4","360","0.0"
"","West Bengal","6380","0","122.9","14.9","2.0","390","0.0"
"","Sikkim","100","0","1.6","1.6","0.0","12","0.0"
"NER","Arunachal Pradesh","114","7","1.9","1.9","0.0","59","0.0"
"","Assam","1320","32","23.4","18.5","1.8","146","0.3"
"","Manipur","170","3","2.2","2.6","-0.4","22","0.0"
"","Meghalaya","300","0","5.2","3.3","-0.1","57","0.0"
"","Mizoram","85","2","1.5","1.2","0.2","34","0.0"
"","Nagaland","127","1","1.9","1.9","-0.1","40","0.0"
"","Tripura","229","0","3.6","2.4","0.4","26","0.0"
