"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7501","0","167.3","102.9","0.2","108"
"","Haryana","6985","0","144.8","91.3","-0.6","308"
"","Rajasthan","9061","0","199.6","81.5","-0.4","178"
"","Delhi","4808","0","103.1","77.3","1.0","442"
"","UP","12734","1690","289.1","136.9","1.1","352"
"","Uttarakhand","1615","0","36.3","18.6","0.4","138"
"","HP","1035","0","22.4","-0.5","-0.1","139"
"","J&K","1476","100","29.5","17.6","-1.8","303"
"","Chandigarh","284","0","5.6","5.0","0.6","79"
"WR","Chhattisgarh","2873","58","68.7","20.8","2.0","171"
"","Gujarat","12674","12","282.0","51.3","-2.8","590"
"","MP","7024","22","154.7","86.6","-2.2","570"
"","Maharashtra","17955","139","398.8","111.4","0.6","1133"
"","Goa","395","61","8.5","7.5","0.5","0"
"","DD","251","1","5.6","5.7","-0.1","58"
"","DNH","644","2","15.4","14.8","0.6","31"
"","Essar steel","442","1","9.8","10.1","-0.3","11"
"SR","Andhra Pradesh","5732","500","130.8","24.2","-0.3","417"
"","Telangana","5296","150","124.8","66.5","8.4","451"
"","Karnataka","6580","400","136.4","16.4","-4.0","239"
"","Kerala","2503","450","52.4","34.2","2.7","314"
"","Tamil Nadu","12076","0","265.3","78.6","-3.3","387"
"","Pondy","300","0","6.6","6.6","0.0","36"
"ER","Bihar","2352","100","46.1","41.9","1.1","225"
"","DVC","2414","0","56.5","-20.0","-0.2","345"
"","Jharkhand","945","0","21.3","10.7","-1.0","75"
"","Odisha","3439","0","76.6","18.8","0.7","365"
"","West Bengal","6780","7","132.3","22.5","4.6","625"
"","Sikkim","59","0","1.5","1.0","0.5","25"
"NER","Arunachal Pradesh","107","8","1.6","1.7","-0.1","39"
"","Assam","1182","152","24.1","16.1","3.2","246"
"","Manipur","111","5","1.5","1.8","-0.3","49"
"","Meghalaya","245","34","4.1","1.0","-0.5","77"
"","Mizoram","67","11","1.1","1.1","-0.2","21"
"","Nagaland","101","6","1.4","1.6","-0.4","42"
"","Tripura","205","37","3.1","1.2","-0.4","56"
