"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7314","0","158.9","79.3","-2.1","8","0.0"
"","Haryana","8116","0","167.3","121.3","-0.2","161","0.0"
"","Rajasthan","10718","0","230.7","77.6","2.9","563","0.0"
"","Delhi","5416","0","110.8","94.5","-0.8","171","0.0"
"","UP","20312","460","413.5","188.4","-0.9","758","4.4"
"","Uttarakhand","2077","0","45.1","20.7","0.7","196","0.0"
"","HP","1395","2","29.2","5.1","1.7","268","0.0"
"","J&K","2148","537","48.3","27.9","0.2","226","11.3"
"","Chandigarh","278","0","5.3","6.0","-0.6","0","0.0"
"WR","Chhattisgarh","3966","0","92.3","41.5","-3.2","245","0.0"
"","Gujarat","17588","0","387.9","85.5","5.0","720","0.0"
"","MP","9673","0","222.8","108.3","0.0","579","0.0"
"","Maharashtra","23145","0","513.6","120.7","0.3","741","0.0"
"","Goa","541","0","12.4","11.7","0.1","84","0.0"
"","DD","342","0","7.5","7.1","0.4","41","0.0"
"","DNH","770","0","18.2","18.4","-0.2","53","0.0"
"","Essar steel","392","0","5.2","4.6","0.6","332","0.0"
"SR","Andhra Pradesh","9550","0","201.7","60.5","0.0","578","0.0"
"","Telangana","7981","0","173.0","49.9","-0.4","525","0.0"
"","Karnataka","11470","0","221.7","69.8","-0.4","571","0.0"
"","Kerala","4162","0","86.8","60.9","1.1","259","0.0"
"","Tamil Nadu","15952","0","359.7","179.7","0.7","722","0.0"
"","Pondy","430","0","9.1","9.3","-0.2","37","0.0"
"ER","Bihar","5433","0","107.3","104.5","0.2","200","0.0"
"","DVC","3261","0","70.1","-50.2","1.3","500","0.0"
"","Jharkhand","1310","0","28.7","22.8","0.3","200","0.0"
"","Odisha","4669","0","85.0","28.4","0.4","350","0.0"
"","West Bengal","9363","0","193.3","71.0","-1.4","250","0.0"
"","Sikkim","85","0","1.1","1.4","-0.3","20","0.0"
"NER","Arunachal Pradesh","124","2","2.1","2.1","-0.1","43","0.0"
"","Assam","1567","72","27.6","22.3","1.5","168","1.7"
"","Manipur","177","4","2.6","2.1","0.5","38","0.0"
"","Meghalaya","305","0","5.2","3.1","0.1","84","0.4"
"","Mizoram","92","2","1.8","1.3","0.4","23","0.0"
"","Nagaland","122","3","2.1","2.1","-0.1","22","0.0"
"","Tripura","289","6","5.1","4.7","0.6","69","0.0"
