"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5791","0","126.2","40.2","0.2","219","0.0"
"","Haryana","6339","0","125.4","64.8","4.3","289","0.0"
"","Rajasthan","11736","0","228.9","81.5","1.2","511","0.0"
"","Delhi","3290","0","59.8","43.8","0.5","197","0.0"
"","UP","12901","0","260.4","103.9","0.1","214","0.0"
"","Uttarakhand","1860","0","35.2","23.6","0.4","181","0.0"
"","HP","1486","0","27.1","19.8","-0.2","101","0.0"
"","J&K","2302","576","45.0","37.6","-0.4","-","10.7"
"","Chandigarh","183","0","3.1","3.3","-0.2","27","0.0"
"WR","Chhattisgarh","3507","0","75.6","11.1","-1.4","196","0.0"
"","Gujarat","14883","0","327.4","125.7","1.1","606","0.0"
"","MP","13192","0","257.3","145.3","-1.9","877","0.0"
"","Maharashtra","21097","0","425.3","106.9","-0.9","436","0.0"
"","Goa","483","0","9.8","9.4","-0.1","53","0.0"
"","DD","290","0","6.6","6.2","0.4","34","0.0"
"","DNH","675","0","15.4","14.9","0.4","93","0.0"
"","Essar steel","519","0","11.0","10.8","0.2","-","0.0"
"SR","Andhra Pradesh","8010","0","172.5","68.2","0.3","496","0.0"
"","Telangana","7965","0","166.7","69.2","2.8","441","0.0"
"","Karnataka","11023","0","209.4","76.0","-0.2","419","0.0"
"","Kerala","3595","0","71.7","57.3","1.5","276","0.0"
"","Tamil Nadu","12939","0","265.6","116.1","-1.0","415","0.0"
"","Pondy","317","0","6.6","7.0","-0.4","13","0.0"
"ER","Bihar","3927","0","72.4","64.0","5.7","460","0.0"
"","DVC","2740","0","57.9","-29.5","1.2","396","0.0"
"","Jharkhand","1107","100","23.8","13.6","-0.5","169","0.3"
"","Odisha","4217","0","82.8","37.6","2.9","267","0.0"
"","West Bengal","6396","0","108.9","20.6","1.1","309","0.0"
"","Sikkim","100","0","1.4","1.7","-0.3","18","0.0"
"NER","Arunachal Pradesh","120","2","2.3","2.0","0.3","60","0.0"
"","Assam","1430","70","24.6","18.7","1.6","80","0.5"
"","Manipur","191","3","2.7","2.9","-0.2","21","0.0"
"","Meghalaya","341","0","6.3","4.8","0.0","25","0.0"
"","Mizoram","94","2","1.5","0.7","0.3","34","0.0"
"","Nagaland","122","3","2.1","1.7","0.3","25","0.0"
"","Tripura","218","1","3.8","1.4","0.1","41","0.0"
