"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7740","0","172.9","78.6","-1.6","396","0.0"
"","Haryana","7255","342","145.2","72.9","2.8","567","8.1"
"","Rajasthan","10324","0","225.1","67.8","1.0","456","1.4"
"","Delhi","5532","0","111.3","85.8","-1.2","165","0.1"
"","UP","18857","0","398.5","172.9","3.6","684","0.0"
"","Uttarakhand","1945","150","41.2","21.0","0.7","229","1.9"
"","HP","1308","0","25.3","10.4","1.6","320","0.2"
"","J&K","1979","495","39.6","25.8","-3.3","426","9.3"
"","Chandigarh","294","0","5.5","5.4","0.1","35","0.0"
"WR","Chhattisgarh","3727","0","85.8","15.6","-1.1","109","0.0"
"","Gujarat","16124","0","352.9","142.4","5.9","417","0.0"
"","MP","8859","0","200.2","117.1","0.8","329","0.0"
"","Maharashtra","23694","0","513.8","147.9","-0.3","449","0.0"
"","Goa","489","0","10.7","9.9","0.4","77","0.0"
"","DD","340","0","7.4","6.3","1.1","128","0.0"
"","DNH","776","0","18.0","16.9","1.1","110","0.0"
"","Essar steel","395","0","7.7","7.2","0.5","220","0.0"
"SR","Andhra Pradesh","8607","0","178.1","56.6","-0.8","406","0.0"
"","Telangana","7330","0","158.2","50.2","-0.8","343","0.0"
"","Karnataka","7957","0","169.3","46.8","-2.5","475","0.0"
"","Kerala","3685","0","72.8","46.1","1.6","292","0.0"
"","Tamil Nadu","14167","0","317.6","154.2","-1.6","553","0.0"
"","Pondy","384","0","8.1","8.8","-0.7","36","0.0"
"ER","Bihar","4885","0","92.3","88.4","1.3","210","0.0"
"","DVC","2969","0","68.9","-39.8","1.0","260","0.0"
"","Jharkhand","1333","0","24.7","17.2","-0.2","50","0.0"
"","Odisha","4730","0","90.8","38.4","0.0","385","0.0"
"","West Bengal","8364","0","166.5","44.5","3.3","350","0.0"
"","Sikkim","88","0","1.3","1.7","-0.4","10","0.0"
"NER","Arunachal Pradesh","102","3","2.2","1.9","0.3","44","0.0"
"","Assam","1573","94","28.1","23.1","0.5","206","1.0"
"","Manipur","165","4","2.2","2.3","-0.1","30","0.0"
"","Meghalaya","274","0","4.6","2.7","-0.1","35","0.0"
"","Mizoram","83","3","1.6","0.8","0.3","6","0.0"
"","Nagaland","112","2","1.9","1.9","-0.1","41","0.0"
"","Tripura","223","3","3.4","2.9","-0.5","38","0.1"
