"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6434","0","127.2","75.3","-1.0","90","0.0"
"","Haryana","6643","0","131.6","91.9","-0.1","187","0.0"
"","Rajasthan","14085","0","247.4","64.7","-0.6","303","0.0"
"","Delhi","3687","0","62.0","45.0","0.4","312","0.0"
"","UP","16627","150","295.4","122.3","-1.7","740","1.1"
"","Uttarakhand","2127","0","39.2","21.4","-0.8","120","0.0"
"","HP","1741","0","30.3","24.5","-1.4","186","0.0"
"","J&K(UT) and Ladakh(UT)","2572","643","50.7","45.0","-0.4","377","12.5"
"","Chandigarh","241","0","3.9","3.8","0.1","32","0.0"
"WR","Chhattisgarh","3238","0","72.8","24.0","1.6","239","0.0"
"","Gujarat","15853","0","333.9","77.5","5.0","512","0.0"
"","MP","14592","0","266.9","121.1","-3.5","535","0.0"
"","Maharashtra","21792","0","449.6","138.6","0.7","456","0.0"
"","Goa","463","0","9.6","9.3","-0.2","36","0.0"
"","DD","322","0","7.3","6.7","0.6","52","0.0"
"","DNH","769","0","18.0","18.0","0.0","36","0.0"
"","Essar steel","811","0","5.4","5.3","0.1","237","0.0"
"SR","Andhra Pradesh","9226","0","187.4","70.5","0.9","452","0.0"
"","Telangana","11278","0","220.6","116.3","0.4","442","0.0"
"","Karnataka","12615","0","230.7","75.1","-0.3","451","0.0"
"","Kerala","3497","0","73.4","57.1","1.9","232","0.0"
"","Tamil Nadu","14557","0","314.6","167.7","-2.1","376","0.0"
"","Pondy","364","0","7.6","7.9","-0.3","20","0.0"
"ER","Bihar","4412","0","76.4","73.7","0.2","50","0.0"
"","DVC","3124","0","68.6","-38.4","0.7","180","0.0"
"","Jharkhand","1319","0","25.4","21.1","-0.9","70","0.0"
"","Odisha","4235","0","77.0","11.8","0.6","320","0.0"
"","West Bengal","6292","0","120.2","36.2","-1.2","90","0.0"
"","Sikkim","140","0","1.9","1.8","0.1","15","0.0"
"NER","Arunachal Pradesh","120","1","2.0","2.2","-0.2","33","0.0"
"","Assam","1385","41","23.0","20.0","0.4","159","0.3"
"","Manipur","207","1","2.4","3.0","-0.6","45","0.0"
"","Meghalaya","386","0","6.7","6.0","-0.2","38","0.3"
"","Mizoram","106","2","1.7","1.7","-0.4","24","0.0"
"","Nagaland","125","1","2.2","2.1","0.1","10","0.0"
"","Tripura","229","1","3.4","1.6","-0.5","33","0.0"
