"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9355","0","206.2","120.6","-0.4","103"
"","Haryana","8330","54","173.1","125.1","-1.4","124"
"","Rajasthan","7193","68","156.2","60.2","2.5","282"
"","Delhi","4990","140","107.6","89.6","-0.5","267"
"","UP","12250","4305","269.4","135.6","4.5","569"
"","Uttarakhand","1667","230","38.0","12.1","1.1","209"
"","HP","1312","0","23.9","-4.7","3.8","431"
"","J&K","1862","465","34.6","19.4","1.5","513"
"","Chandigarh","310","0","6.0","6.2","0.3","27"
"WR","Chhattisgarh","2931","298","65.9","30.5","4.5","438"
"","Gujarat","10619","37","236.3","49.1","-2.2","364"
"","MP","6335","0","125.9","74.9","-1.8","210"
"","Maharashtra","17338","46","371.0","102.8","-10.1","876"
"","Goa","375","0","8.1","6.7","0.9","12"
"","DD","293","0","6.5","6.0","0.5","62"
"","DNH","668","0","15.6","15.7","-0.1","20"
"","Essar steel","279","0","6.2","6.5","-0.3","127"
"SR","Andhra Pradesh","6123","0","140.5","21.2","0.7","516"
"","Telangana","6418","0","144.8","97.7","2.1","364"
"","Karnataka","8922","900","176.9","17.9","1.8","439"
"","Kerala","3450","125","60.6","34.2","2.0","271"
"","Tamil Nadu","12347","0","264.0","96.8","-1.3","488"
"","Pondy","322","0","6.3","6.5","-0.2","31"
"ER","Bihar","3025","200","63.9","59.5","2.3","320"
"","DVC","2458","0","56.4","-18.9","-0.9","150"
"","Jharkhand","965","120","21.2","14.0","0.5","120"
"","Odisha","3756","0","70.1","17.6","0.6","250"
"","West Bengal","7096","0","131.1","50.1","1.6","310"
"","Sikkim","94","0","1.2","1.1","0.0","25"
"NER","Arunachal Pradesh","88","2","1.0","1.6","-0.5","43"
"","Assam","1218","249","25.5","17.1","3.2","212"
"","Manipur","116","2","1.9","1.7","0.2","46"
"","Meghalaya","277","3","5.1","0.1","0.3","70"
"","Mizoram","75","1","1.1","0.9","0.1","24"
"","Nagaland","129","1","2.0","1.7","0.2","41"
"","Tripura","228","4","3.1","0.9","0.3","85"
