"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8367","0","187.0","119.6","0.1","184"
"","Haryana","7170","493","159.7","84.6","2.1","299"
"","Rajasthan","7078","86","158.5","53.4","-3.1","155"
"","Delhi","4426","0","97.0","74.6","-2.5","269"
"","UP","9694","1860","215.2","113.9","-2.1","269"
"","Uttarakhand","1491","150","32.5","11.6","0.3","105"
"","HP","1193","0","24.8","0.6","0.2","118"
"","J&K","1453","100","28.1","16.6","-2.2","212"
"","Chandigarh","256","0","5.3","5.8","-0.5","6"
"WR","Chhattisgarh","2599","412","59.3","19.8","0.8","425"
"","Gujarat","10816","63","241.4","67.8","-1.0","881"
"","MP","5783","69","113.5","32.8","-3.4","502"
"","Maharashtra","15138","719","333.1","101.0","11.5","901"
"","Goa","390","5","7.9","7.6","0.0","42"
"","DD","264","3","6.3","6.2","0.2","50"
"","DNH","644","7","15.1","14.9","0.2","43"
"","Essar steel","354","4","7.7","7.6","0.2","51"
"SR","Andhra Pradesh","11653","500","268.2","84.4","0.7","359"
"","Karnataka","7960","300","171.9","18.7","0.5","213"
"","Kerala","3121","150","58.4","26.8","0.7","276"
"","Tamil Nadu","10558","1444","223.7","65.0","0.3","483"
"","Pondy","315","0","6.7","6.8","-0.1","38"
"ER","Bihar","1827","200","40.6","38.9","1.7","185"
"","DVC","2755","100","56.7","-21.8","-3.0","160"
"","Jharkhand","919","0","19.4","14.1","-1.6","80"
"","Odisha","3491","0","73.3","16.5","0.5","320"
"","West Bengal","6770","0","137.5","38.8","6.6","320"
"","Sikkim","65","0","1.2","1.3","-0.1","8"
"NER","Arunachal Pradesh","94","2","1.4","1.3","0.1","51"
"","Assam","1081","224","21.7","13.1","3.0","262"
"","Manipur","104","1","1.4","1.9","-0.5","14"
"","Meghalaya","271","1","5.4","0.2","0.6","52"
"","Mizoram","54","1","1.0","1.1","-0.1","9"
"","Nagaland","92","8","1.5","1.4","-0.3","23"
"","Tripura","170","10","3.9","1.1","0.3","52"
