"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10516","0","238.7","136.7","-0.6","307","0.0"
"","Haryana","8672","0","188.8","148.1","0.4","690","0.0"
"","Rajasthan","7577","0","170.2","51.5","0.9","152","0.0"
"","Delhi","5562","0","112.9","91.3","-1.4","278","0.0"
"","UP","17528","0","355.8","187.8","0.6","78","0.0"
"","Uttarakhand","2014","0","43.4","27.4","-0.2","326","0.5"
"","HP","989","0","29.3","-2.2","4.5","307","0.0"
"","J&K","2292","404","42.2","20.2","-3.6","589","14.0"
"","Chandigarh","276","0","5.5","6.2","-0.7","0","0.0"
"WR","Chhattisgarh","3474","0","76.1","13.8","-4.1","157","0.0"
"","Gujarat","12335","0","272.7","52.5","5.4","495","0.0"
"","MP","7696","0","169.6","81.4","0.1","431","0.0"
"","Maharashtra","17606","0","391.1","81.9","1.8","648","0.0"
"","Goa","486","0","9.6","9.0","-0.1","78","0.3"
"","DD","327","0","7.2","6.6","0.6","97","0.0"
"","DNH","755","0","17.7","17.0","0.7","73","0.0"
"","Essar steel","605","0","11.9","12.9","-1.0","166","0.0"
"SR","Andhra Pradesh","7425","0","166.6","9.8","2.9","758","0.0"
"","Telangana","8123","0","171.1","71.1","0.8","860","0.0"
"","Karnataka","8322","0","171.5","45.4","0.8","412","0.0"
"","Kerala","3103","0","62.3","29.5","0.7","191","0.0"
"","Tamil Nadu","14233","0","315.7","94.6","0.2","477","0.0"
"","Pondy","349","0","7.9","8.0","-0.1","58","0.0"
"ER","Bihar","4655","0","90.5","89.8","-1.4","325","0.0"
"","DVC","2901","0","68.0","-27.3","1.2","365","0.0"
"","Jharkhand","1061","0","23.9","18.8","0.7","145","0.0"
"","Odisha","3405","0","65.9","32.3","0.9","398","0.0"
"","West Bengal","8440","0","168.2","62.4","-0.8","402","0.0"
"","Sikkim","89","0","1.5","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","98","2","1.9","2.3","-0.4","0","0.0"
"","Assam","1642","125","29.9","25.8","0.1","114","2.4"
"","Manipur","165","1","2.2","2.5","-0.3","10","0.0"
"","Meghalaya","311","0","5.6","1.7","-0.4","35","0.0"
"","Mizoram","87","1","1.6","0.8","0.1","8","0.0"
"","Nagaland","112","2","2.1","2.2","-0.4","6","0.0"
"","Tripura","240","7","4.9","4.3","-0.5","1","0.1"
