"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4572","0","95.6","51.2","-0.1","147"
"","Haryana","5962","0","105.3","77.9","0.2","248"
"","Rajasthan","9158","0","197.3","56.4","3.2","323"
"","Delhi","3159","0","59.6","49.4","0.2","235"
"","UP","11048","1865","217.9","100.8","1.3","850"
"","Uttarakhand","1683","0","33.2","22.2","2.1","336"
"","HP","1287","0","23.4","19.5","-0.7","102"
"","J&K","1973","493","41.1","34.1","0.8","282"
"","Chandigarh","179","0","3.3","3.4","0.3","11"
"WR","Chhattisgarh","3531","96","78.0","31.8","-2.2","299"
"","Gujarat","13329","5","287.6","63.9","5.0","451"
"","MP","7800","0","194.2","113.6","-2.5","300"
"","Maharashtra","19140","3","401.3","112.2","-0.3","500"
"","Goa","453","0","8.9","7.9","0.4","28"
"","DD","293","0","6.7","6.6","0.1","104"
"","DNH","707","0","16.6","16.7","-0.1","296"
"","Essar steel","497","0","9.3","8.6","0.8","547"
"SR","Andhra Pradesh","6950","0","150.9","19.3","0.1","1155"
"","Telangana","6096","0","138.9","80.3","1.2","487"
"","Karnataka","9301","450","209.4","68.7","1.5","554"
"","Kerala","3705","0","72.6","49.2","1.6","185"
"","Tamil Nadu","14320","0","308.8","147.6","1.2","458"
"","Pondy","318","0","6.6","7.2","-0.6","73"
"ER","Bihar","3215","0","60.8","60.5","-0.6","120"
"","DVC","2415","0","55.4","-31.8","-1.0","140"
"","Jharkhand","916","0","19.8","10.2","-2.1","90"
"","Odisha","3805","0","77.8","27.6","1.0","180"
"","West Bengal","7127","0","141.2","35.9","0.8","170"
"","Sikkim","105","0","1.2","1.3","-0.1","30"
"NER","Arunachal Pradesh","103","2","2.0","1.7","0.2","37"
"","Assam","1254","108","21.9","14.6","2.6","295"
"","Manipur","148","2","2.2","2.3","-0.1","30"
"","Meghalaya","311","0","5.0","4.2","-0.4","83"
"","Mizoram","79","1","1.3","1.1","0.2","32"
"","Nagaland","98","2","1.8","1.5","0.2","15"
"","Tripura","222","3","3.2","0.9","0.4","78"
