"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6895","0","136.0","51.7","-1.6","33","0.0"
"","Haryana","7891","205","150.5","106.6","0.7","209","0.2"
"","Rajasthan","10142","0","227.2","62.1","-0.2","524","0.0"
"","Delhi","5334","0","109.3","94.3","-1.0","190","0.0"
"","UP","19781","0","395.8","175.9","2.3","1040","0.0"
"","Uttarakhand","1918","0","41.5","18.0","0.1","170","0.0"
"","HP","1343","0","27.3","5.6","1.3","135","0.0"
"","J&K","2214","554","44.3","24.9","-1.2","193","10.5"
"","Chandigarh","250","0","4.8","5.4","-0.5","-5","0.0"
"WR","Chhattisgarh","4564","0","105.7","47.7","-2.7","274","0.3"
"","Gujarat","17865","0","391.4","111.9","3.1","543","0.0"
"","MP","9604","0","219.7","101.1","-1.8","480","0.0"
"","Maharashtra","22050","0","499.4","145.9","-1.0","555","0.0"
"","Goa","541","0","13.5","12.7","0.1","71","0.0"
"","DD","329","0","7.3","7.0","0.3","34","0.0"
"","DNH","818","0","18.9","18.7","0.2","70","0.0"
"","Essar steel","355","0","6.2","5.9","0.3","324","0.0"
"SR","Andhra Pradesh","9160","0","194.9","67.6","0.6","465","0.0"
"","Telangana","7948","0","175.0","63.4","0.6","333","0.0"
"","Karnataka","12319","0","230.1","73.2","0.9","544","0.0"
"","Kerala","3738","0","82.3","56.6","1.6","531","0.0"
"","Tamil Nadu","15391","0","340.6","182.1","0.0","394","0.0"
"","Pondy","427","0","8.9","9.0","-0.1","51","0.0"
"ER","Bihar","5363","0","101.7","95.9","0.9","50","0.0"
"","DVC","3292","0","71.6","-52.7","-0.1","200","0.0"
"","Jharkhand","1235","0","27.5","18.2","-0.5","100","0.0"
"","Odisha","4613","0","97.1","36.8","2.8","350","0.0"
"","West Bengal","8792","0","183.4","64.0","0.3","250","0.0"
"","Sikkim","93","0","1.1","1.6","-0.5","30","0.0"
"NER","Arunachal Pradesh","116","2","2.2","3.1","-0.9","18","0.0"
"","Assam","1364","149","22.5","18.1","0.6","89","2.5"
"","Manipur","174","3","1.8","1.9","-0.1","41","0.4"
"","Meghalaya","324","0","5.6","4.1","0.2","78","0.4"
"","Mizoram","96","3","1.8","1.8","-0.2","3","0.0"
"","Nagaland","126","4","2.2","2.0","0.2","21","0.0"
"","Tripura","282","7","5.5","5.1","-0.2","44","0.0"
