"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4442","0","84.1","47.5","0.7","165"
"","Haryana","5761","0","94.8","52.6","-0.6","286"
"","Rajasthan","8274","0","175.4","59.0","1.7","253"
"","Delhi","3290","0","58.8","39.5","1.2","240"
"","UP","10079","1385","216.8","87.9","-2.1","247"
"","Uttarakhand","1676","80","33.0","21.6","2.4","294"
"","HP","1350","0","24.6","15.4","1.6","110"
"","J&K","1864","329","40.7","33.1","0.0","106"
"","Chandigarh","185","0","3.4","3.4","0.3","11"
"WR","Chhattisgarh","3474","0","82.1","23.5","3.8","151"
"","Gujarat","11860","8","251.6","78.1","0.4","453"
"","MP","6168","0","127.6","62.4","-1.5","206"
"","Maharashtra","17019","46","366.5","96.7","-0.9","422"
"","Goa","430","0","9.1","8.0","0.4","204"
"","DD","287","0","6.5","6.5","-0.1","13"
"","DNH","677","0","15.9","16.5","0.8","31"
"","Essar steel","573","0","11.8","11.1","0.8","158"
"SR","Andhra Pradesh","6624","0","145.8","18.3","2.0","450"
"","Telangana","6052","300","141.4","81.3","2.2","333"
"","Karnataka","8813","400","194.8","25.5","1.8","300"
"","Kerala","3549","30","68.0","40.0","2.0","252"
"","Tamil Nadu","12766","824","285.9","107.6","0.0","411"
"","Pondy","324","0","6.7","6.6","0.1","43"
"ER","Bihar","2642","0","52.8","45.9","2.1","180"
"","DVC","2579","100","58.3","-11.4","1.9","220"
"","Jharkhand","1034","0","23.1","11.9","0.2","155"
"","Odisha","3583","0","68.3","20.8","0.6","300"
"","West Bengal","7221","0","141.2","30.0","1.0","325"
"","Sikkim","124","0","1.4","1.1","0.3","30"
"NER","Arunachal Pradesh","92","3","1.4","0.9","0.5","44"
"","Assam","1185","118","21.2","13.0","3.5","202"
"","Manipur","128","1","2.0","2.1","-0.1","42"
"","Meghalaya","304","21","5.1","4.0","-0.5","57"
"","Mizoram","79","3","1.2","0.9","0.3","25"
"","Nagaland","113","3","2.3","1.2","1.0","41"
"","Tripura","205","3","2.5","0.4","0.6","61"
