"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5172","0","101.3","48.9","-1.2","442","0.0"
"","Haryana","5755","0","110.5","100.5","-0.5","191","0.0"
"","Rajasthan","10464","0","200.5","54.9","-1.5","480","0.0"
"","Delhi","3230","0","60.4","45.6","-1.0","109","0.0"
"","UP","14126","0","272.1","128.6","-2.1","350","0.0"
"","Uttarakhand","1696","0","33.3","19.0","-0.6","115","0.0"
"","HP","1519","0","27.6","19.8","-0.7","72","0.0"
"","J&K","2060","515","41.8","34.9","-0.6","201","9.9"
"","Chandigarh","184","0","3.3","3.3","0.0","14","0.0"
"WR","Chhattisgarh","3382","0","70.8","25.3","-0.6","204","0.0"
"","Gujarat","14833","0","313.7","89.3","-1.6","521","0.0"
"","MP","11460","0","224.7","152.2","-2.1","419","0.0"
"","Maharashtra","19207","0","416.2","132.7","-3.0","449","0.0"
"","Goa","541","0","12.9","12.2","0.1","35","0.0"
"","DD","319","0","7.2","6.8","0.4","36","0.0"
"","DNH","781","0","18.2","18.1","0.1","47","0.0"
"","Essar steel","328","0","5.5","5.7","-0.1","295","0.0"
"SR","Andhra Pradesh","7671","0","168.3","81.8","0.2","310","0.0"
"","Telangana","9046","0","192.5","79.0","0.4","466","0.0"
"","Karnataka","9059","0","172.0","39.8","0.3","575","0.0"
"","Kerala","3614","0","72.1","56.5","1.1","177","0.0"
"","Tamil Nadu","13277","0","273.6","150.5","0.9","535","0.0"
"","Pondy","365","0","7.4","7.6","-0.2","41","0.0"
"ER","Bihar","4215","0","71.2","67.4","-1.2","50","0.0"
"","DVC","2968","0","59.8","-36.7","0.0","100","0.0"
"","Jharkhand","1080","0","23.8","17.2","-1.2","31","0.0"
"","Odisha","3629","0","66.7","2.8","0.6","60","0.0"
"","West Bengal","6541","0","115.7","37.7","2.4","150","0.0"
"","Sikkim","100","0","1.4","1.4","-0.1","10","0.0"
"NER","Arunachal Pradesh","110","1","2.1","1.5","0.3","36","0.0"
"","Assam","1447","10","24.1","18.9","-0.1","113","0.3"
"","Manipur","161","2","2.5","2.4","0.1","28","0.0"
"","Meghalaya","335","0","5.8","2.9","0.2","43","0.0"
"","Mizoram","97","1","1.9","0.4","0.9","23","0.0"
"","Nagaland","126","2","2.2","2.0","0.0","21","0.0"
"","Tripura","228","3","3.8","2.5","-0.5","36","0.0"
