"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4662","0","96.4","49.1","-0.6","230"
"","Haryana","6348","0","112.7","60.2","-0.5","351"
"","Rajasthan","8904","0","194.3","59.6","1.5","337"
"","Delhi","3361","0","63.3","57.0","-1.6","132"
"","UP","9878","970","205.8","108.1","-0.9","318"
"","Uttarakhand","1683","0","32.7","21.9","1.2","158"
"","HP","1104","0","24.9","17.1","1.1","147"
"","J&K","1947","487","39.0","28.7","0.2","300"
"","Chandigarh","178","0","3.4","3.7","-0.3","19"
"WR","Chhattisgarh","3142","96","68.3","19.0","-1.3","110"
"","Gujarat","13069","0","290.6","47.9","1.2","405"
"","MP","8160","0","178.8","115.2","-1.5","317"
"","Maharashtra","19729","372","429.3","117.6","-3.4","424"
"","Goa","412","0","9.0","7.3","1.2","83"
"","DD","294","0","6.6","6.3","0.3","51"
"","DNH","703","0","16.4","16.6","-0.2","22"
"","Essar steel","260","0","5.5","4.8","0.7","143"
"SR","Andhra Pradesh","6775","0","148.3","11.5","0.7","332"
"","Telangana","6437","0","146.1","95.5","0.5","316"
"","Karnataka","7088","2000","165.8","33.0","6.8","732"
"","Kerala","3333","0","63.1","45.5","3.1","306"
"","Tamil Nadu","12763","0","275.2","139.4","3.5","393"
"","Pondy","314","0","6.4","6.3","0.1","37"
"ER","Bihar","3135","250","55.5","59.6","-4.2","30"
"","DVC","2606","0","55.8","-10.1","0.3","150"
"","Jharkhand","1027","0","18.9","9.8","-2.1","90"
"","Odisha","4034","100","71.3","18.7","1.5","180"
"","West Bengal","6967","0","130.8","39.8","-1.8","250"
"","Sikkim","94","0","1.4","0.8","0.6","35"
"NER","Arunachal Pradesh","103","1","1.8","1.7","0.2","39"
"","Assam","1346","53","24.4","17.0","2.9","223"
"","Manipur","146","3","2.2","2.1","0.1","43"
"","Meghalaya","306","2","4.1","2.8","-1.2","78"
"","Mizoram","75","1","1.1","1.2","-0.1","18"
"","Nagaland","104","2","1.6","1.7","-0.2","24"
"","Tripura","218","2","3.8","0.9","0.9","70"
