"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4304","0","82.7","56.1","0.7","265"
"","Haryana","5545","0","100.3","91.9","4.0","403"
"","Rajasthan","8583","0","176.0","60.2","3.1","488"
"","Delhi","3011","0","51.1","44.4","-1.2","138"
"","UP","13994","0","262.1","106.0","0.9","527"
"","Uttarakhand","1761","0","30.3","14.5","-0.2","196"
"","HP","1390","0","25.1","18.6","1.0","114"
"","J&K","2688","672","42.7","34.9","-0.7","890"
"","Chandigarh","170","0","2.9","3.3","-0.4","6"
"WR","Chhattisgarh","3309","0","78.9","23.6","-1.2","118"
"","Gujarat","12343","0","261.4","94.1","-0.7","432"
"","MP","8749","0","171.9","100.7","0.4","354"
"","Maharashtra","19957","0","423.9","151.6","-3.1","584"
"","Goa","514","0","8.2","8.3","-0.8","65"
"","DD","290","0","6.5","6.4","0.1","13"
"","DNH","706","0","16.1","16.3","-0.1","32"
"","Essar steel","367","0","7.2","6.7","0.5","138"
"SR","Andhra Pradesh","7030","0","158.5","27.8","2.7","359"
"","Telangana","8304","0","168.6","86.6","-0.7","284"
"","Karnataka","9182","0","209.3","78.7","3.5","369"
"","Kerala","3323","0","63.3","54.6","1.4","209"
"","Tamil Nadu","12123","0","278.9","154.4","-2.6","710"
"","Pondy","325","0","6.2","6.9","-0.6","38"
"ER","Bihar","3259","0","60.0","55.5","0.3","185"
"","DVC","2972","0","60.1","-34.3","-1.8","305"
"","Jharkhand","1092","0","22.7","16.0","0.2","85"
"","Odisha","3852","0","71.9","15.0","0.4","346"
"","West Bengal","5855","0","91.3","20.1","-0.4","325"
"","Sikkim","86","0","1.9","2.2","-0.4","20"
"NER","Arunachal Pradesh","99","3","1.9","2.5","-0.6","19"
"","Assam","1205","0","19.7","14.2","1.4","117"
"","Manipur","142","1","1.9","2.6","-0.7","5"
"","Meghalaya","281","0","5.0","4.4","-0.6","8"
"","Mizoram","79","2","1.3","1.5","-0.3","3"
"","Nagaland","91","4","1.3","1.9","-0.8","5"
"","Tripura","193","3","3.8","2.1","0.8","31"
