"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5638","0","108.3","20.3","0.4","172","0.0"
"","Haryana","6812","0","125.9","67.9","1.3","252","0.0"
"","Rajasthan","11324","346","213.5","69.7","2.5","409","2.3"
"","Delhi","4003","0","68.1","49.7","-0.2","215","0.0"
"","UP","14235","40","306.9","104.9","0.6","715","1.2"
"","Uttarakhand","2062","0","38.4","28.7","-0.1","161","0.0"
"","HP","1571","2","28.2","22.5","1.5","210","0.0"
"","J&K","2250","563","47.0","44.3","-0.8","74","11.2"
"","Chandigarh","229","0","3.6","3.6","0.0","15","0.0"
"WR","Chhattisgarh","3305","0","72.4","3.2","-0.8","107","0.0"
"","Gujarat","14034","0","305.2","96.8","5.5","732","0.0"
"","MP","11779","0","221.1","142.8","0.6","417","0.0"
"","Maharashtra","20951","0","432.5","149.9","0.1","595","0.0"
"","Goa","482","0","9.9","9.3","0.3","53","0.0"
"","DD","334","0","7.3","6.8","0.5","82","0.0"
"","DNH","759","0","17.7","16.7","1.0","82","0.0"
"","Essar steel","473","0","9.0","9.4","-0.4","237","0.0"
"SR","Andhra Pradesh","8402","0","160.1","49.8","1.4","439","0.3"
"","Telangana","8751","0","177.7","74.6","-0.9","386","0.3"
"","Karnataka","9763","0","210.6","90.3","1.9","428","0.4"
"","Kerala","3541","0","67.4","52.1","0.9","252","0.1"
"","Tamil Nadu","12918","0","269.3","147.4","1.5","495","0.5"
"","Pondy","313","0","6.1","6.7","-0.6","18","0.0"
"ER","Bihar","4428","0","73.2","69.7","-0.4","220","0.0"
"","DVC","3157","0","70.6","-44.0","-0.7","225","0.0"
"","Jharkhand","1155","0","24.5","14.5","0.1","55","0.0"
"","Odisha","4035","0","75.6","23.1","0.3","225","0.0"
"","West Bengal","6442","0","110.9","20.9","0.7","225","0.0"
"","Sikkim","98","0","1.6","1.7","-0.1","10","0.0"
"NER","Arunachal Pradesh","112","1","2.2","1.9","0.3","39","0.0"
"","Assam","1395","17","23.4","19.5","1.5","135","0.1"
"","Manipur","185","5","2.7","3.0","-0.3","25","0.0"
"","Meghalaya","290","1","6.3","3.8","-0.3","45","0.0"
"","Mizoram","95","3","1.7","1.2","0.0","22","0.0"
"","Nagaland","98","17","1.9","1.9","-0.1","38","0.1"
"","Tripura","225","1","3.4","3.6","0.2","55","0.0"
