"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9880","0","215.9","137.4","-1.8","98","0.0"
"","Haryana","8890","0","177.4","134.5","0.8","206","0.0"
"","Rajasthan","11247","0","238.7","100.6","2.2","498","0.0"
"","Delhi","5665","0","102.7","92.0","-1.6","184","0.1"
"","UP","17568","0","364.7","194.9","0.6","431","0.0"
"","Uttarakhand","1592","0","33.9","14.7","-0.6","55","0.0"
"","HP","1129","0","23.0","-4.4","1.0","234","0.0"
"","J&K","2013","503","39.6","19.6","-4.7","50","9.5"
"","Chandigarh","257","0","5.0","6.2","-1.2","-15","0.0"
"WR","Chhattisgarh","3561","0","84.0","14.2","0.7","666","0.0"
"","Gujarat","14909","0","344.7","83.8","4.7","2988","0.0"
"","MP","8384","0","178.7","75.1","-1.5","454","0.0"
"","Maharashtra","19068","0","397.0","107.7","1.6","556","0.0"
"","Goa","423","0","8.3","7.6","0.1","49","0.0"
"","DD","305","0","5.0","4.5","0.5","78","0.0"
"","DNH","747","0","14.9","14.1","0.8","136","0.0"
"","Essar steel","549","0","9.7","9.7","0.0","306","0.0"
"SR","Andhra Pradesh","6805","0","150.7","11.5","1.7","628","0.0"
"","Telangana","8555","0","175.8","75.2","0.9","487","0.0"
"","Karnataka","7035","0","147.6","29.3","-5.8","395","0.0"
"","Kerala","2677","0","47.9","17.6","-2.2","116","0.0"
"","Tamil Nadu","11565","0","254.2","65.0","-3.8","558","0.0"
"","Pondy","308","0","6.2","6.5","-0.3","31","0.0"
"ER","Bihar","4724","0","94.8","91.4","1.5","385","0.0"
"","DVC","2764","0","65.0","-28.1","7.4","500","1.2"
"","Jharkhand","1051","0","23.4","18.1","-0.6","125","0.0"
"","Odisha","4614","0","92.2","44.6","3.1","500","0.0"
"","West Bengal","8233","0","159.1","55.0","2.7","452","0.0"
"","Sikkim","61","0","1.5","1.4","0.1","0","0.0"
"NER","Arunachal Pradesh","114","2","2.2","2.5","-0.3","0","0.0"
"","Assam","1650","21","31.0","25.0","0.9","185","0.5"
"","Manipur","163","3","2.4","2.5","-0.2","21","0.0"
"","Meghalaya","286","0","5.1","0.8","0.1","25","0.0"
"","Mizoram","70","2","1.4","1.3","-0.3","11","0.0"
"","Nagaland","118","2","2.1","2.1","-0.3","26","0.0"
"","Tripura","228","8","4.5","4.9","0.5","49","0.1"
