"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5533","0","102.6","47.1","0.1","157"
"","Haryana","5830","215","109.0","85.8","1.0","307"
"","Rajasthan","9732","167","203.7","68.7","3.2","308"
"","Delhi","3578","0","58.8","48.2","-1.2","169"
"","UP","14133","0","288.4","98.1","0.7","434"
"","Uttarakhand","1868","0","34.5","21.6","0.1","253"
"","HP","1282","0","27.2","19.6","0.0","99"
"","J&K","2087","522","44.7","37.8","-1.0","156"
"","Chandigarh","201","0","3.3","3.3","0.0","37"
"WR","Chhattisgarh","3316","0","75.1","18.8","2.5","420"
"","Gujarat","13075","0","280.9","74.4","-1.3","646"
"","MP","10646","0","190.3","101.6","-2.7","334"
"","Maharashtra","20503","0","431.1","160.9","1.0","622"
"","Goa","453","0","9.7","8.4","0.8","89"
"","DD","298","0","6.8","6.6","0.2","23"
"","DNH","734","0","16.5","16.6","-0.1","36"
"","Essar steel","764","0","9.9","9.4","0.4","191"
"SR","Andhra Pradesh","7136","0","154.0","13.5","1.2","541"
"","Telangana","8105","0","164.8","76.2","-0.5","665"
"","Karnataka","9605","0","210.5","78.0","3.1","389"
"","Kerala","3453","0","66.7","56.8","2.3","163"
"","Tamil Nadu","13056","0","283.2","148.9","1.0","594"
"","Pondy","299","0","6.2","6.4","-0.2","33"
"ER","Bihar","3357","0","59.9","58.0","0.3","80"
"","DVC","2853","0","63.8","-38.4","-1.1","250"
"","Jharkhand","1036","0","23.5","15.8","1.4","90"
"","Odisha","3697","0","68.5","12.5","0.0","230"
"","West Bengal","6502","0","113.4","18.6","1.1","380"
"","Sikkim","82","0","1.3","1.4","-0.1","10"
"NER","Arunachal Pradesh","91","4","2.0","1.8","0.2","17"
"","Assam","1372","26","23.0","17.3","2.2","103"
"","Manipur","156","2","2.1","2.3","-0.2","9"
"","Meghalaya","292","0","6.1","4.3","0.2","41"
"","Mizoram","84","1","1.5","1.2","0.3","26"
"","Nagaland","113","1","2.1","1.7","0.2","30"
"","Tripura","209","0","3.3","2.1","0.1","31"
